relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
Grant diplomatic recognition,Praise or endorse,1,53,0.018867924528301886,0.0006745362563237774
Praise or endorse,Appeal for aid,0,2912,0.0,0.0
Appeal for aid,Praise or endorse,0,22,0.0,0.0
Praise or endorse,Express intent to provide humanitarian aid,0,2912,0.0,0.0
Express intent to provide humanitarian aid,Praise or endorse,0,48,0.0,0.0
Praise or endorse,Carry out suicide bombing,0,2912,0.0,0.0
Carry out suicide bombing,Praise or endorse,0,76,0.0,0.0
Praise or endorse,Mobilize or increase armed forces,2,2912,0.0006868131868131869,0.0012982797792924375
Mobilize or increase armed forces,Praise or endorse,2,169,0.011834319526627219,0.0012982797792924375
Praise or endorse,Apologize,0,2912,0.0,0.0
Apologize,Praise or endorse,0,33,0.0,0.0
Praise or endorse,Attempt to assassinate,0,2912,0.0,0.0
Attempt to assassinate,Praise or endorse,0,11,0.0,0.0
Praise or endorse,Yield,0,2912,0.0,0.0
Yield,Praise or endorse,0,93,0.0,0.0
Praise or endorse,Appeal for economic cooperation,0,2912,0.0,0.0
Appeal for economic cooperation,Praise or endorse,0,15,0.0,0.0
Praise or endorse,Employ aerial weapons,0,2912,0.0,0.0
Employ aerial weapons,Praise or endorse,0,86,0.0,0.0
Praise or endorse,Accede to demands for rights,0,2912,0.0,0.0
Accede to demands for rights,Praise or endorse,0,6,0.0,0.0
Praise or endorse,Appeal for rights,0,2912,0.0,0.0
Appeal for rights,Praise or endorse,0,9,0.0,0.0
Praise or endorse,Appeal for military aid,0,2912,0.0,0.0
Appeal for military aid,Praise or endorse,0,26,0.0,0.0
Praise or endorse,Accuse of human rights abuses,0,2912,0.0,0.0
Accuse of human rights abuses,Praise or endorse,0,39,0.0,0.0
Praise or endorse,Demand material aid,0,2912,0.0,0.0
Demand material aid,Praise or endorse,0,1,0.0,0.0
Praise or endorse,Appeal to others to settle dispute,0,2912,0.0,0.0
Appeal to others to settle dispute,Praise or endorse,0,12,0.0,0.0
Praise or endorse,Express intent to cooperate militarily,2,2912,0.0006868131868131869,0.001367053998632946
Express intent to cooperate militarily,Praise or endorse,2,14,0.14285714285714285,0.001367053998632946
Praise or endorse,"Threaten with sanctions, boycott, embargo",0,2912,0.0,0.0
"Threaten with sanctions, boycott, embargo",Praise or endorse,0,6,0.0,0.0
Praise or endorse,Share intelligence or information,0,2912,0.0,0.0
Share intelligence or information,Praise or endorse,0,38,0.0,0.0
Praise or endorse,Ease administrative sanctions,0,2912,0.0,0.0
Ease administrative sanctions,Praise or endorse,0,146,0.0,0.0
Praise or endorse,Veto,1,2912,0.00034340659340659343,0.0006854009595613434
Veto,Praise or endorse,1,6,0.16666666666666666,0.0006854009595613434
Praise or endorse,Acknowledge or claim responsibility,0,2912,0.0,0.0
Acknowledge or claim responsibility,Praise or endorse,0,62,0.0,0.0
Praise or endorse,Appeal to others to meet or negotiate,0,2912,0.0,0.0
Appeal to others to meet or negotiate,Praise or endorse,0,28,0.0,0.0
Praise or endorse,Demand release of persons or property,0,2912,0.0,0.0
Demand release of persons or property,Praise or endorse,0,5,0.0,0.0
Praise or endorse,Express intent to provide military protection or peacekeeping,0,2912,0.0,0.0
Express intent to provide military protection or peacekeeping,Praise or endorse,0,6,0.0,0.0
Praise or endorse,"Express intent to ease economic sanctions, boycott, or embargo",1,2912,0.00034340659340659343,0.0006825938566552901
"Express intent to ease economic sanctions, boycott, or embargo",Praise or endorse,1,18,0.05555555555555555,0.0006825938566552901
Praise or endorse,Appeal for judicial cooperation,1,2912,0.00034340659340659343,0.0006814310051107325
Appeal for judicial cooperation,Praise or endorse,1,23,0.043478260869565216,0.0006814310051107325
Praise or endorse,Refuse to de-escalate military engagement,0,2912,0.0,0.0
Refuse to de-escalate military engagement,Praise or endorse,0,4,0.0,0.0
Praise or endorse,"Impose blockade, restrict movement",0,2912,0.0,0.0
"Impose blockade, restrict movement",Praise or endorse,0,18,0.0,0.0
Praise or endorse,Threaten with repression,0,2912,0.0,0.0
Threaten with repression,Praise or endorse,0,5,0.0,0.0
Praise or endorse,Impose state of emergency or martial law,0,2912,0.0,0.0
Impose state of emergency or martial law,Praise or endorse,0,12,0.0,0.0
Praise or endorse,Increase military alert status,0,2912,0.0,0.0
Increase military alert status,Praise or endorse,0,27,0.0,0.0
Praise or endorse,Provide military aid,0,2912,0.0,0.0
Provide military aid,Praise or endorse,0,88,0.0,0.0
Praise or endorse,Demonstrate military or police power,0,2912,0.0,0.0
Demonstrate military or police power,Praise or endorse,0,30,0.0,0.0
Praise or endorse,Demand judicial cooperation,0,2912,0.0,0.0
Demand judicial cooperation,Praise or endorse,0,4,0.0,0.0
Praise or endorse,Express intent to provide military aid,4,2912,0.0013736263736263737,0.002663115845539281
Express intent to provide military aid,Praise or endorse,4,92,0.043478260869565216,0.002663115845539281
Praise or endorse,Threaten non-force,0,2912,0.0,0.0
Threaten non-force,Praise or endorse,0,10,0.0,0.0
Praise or endorse,Conduct strike or boycott,0,2912,0.0,0.0
Conduct strike or boycott,Praise or endorse,0,32,0.0,0.0
Praise or endorse,Expel or withdraw peacekeepers,0,2912,0.0,0.0
Expel or withdraw peacekeepers,Praise or endorse,0,4,0.0,0.0
Praise or endorse,"Demand change in institutions, regime",0,2912,0.0,0.0
"Demand change in institutions, regime",Praise or endorse,0,8,0.0,0.0
Praise or endorse,"Accede to demands for change in institutions, regime",0,2912,0.0,0.0
"Accede to demands for change in institutions, regime",Praise or endorse,0,3,0.0,0.0
Praise or endorse,"Appeal for easing of economic sanctions, boycott, or embargo",0,2912,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Praise or endorse,0,1,0.0,0.0
Praise or endorse,Express intent to mediate,0,2912,0.0,0.0
Express intent to mediate,Praise or endorse,0,14,0.0,0.0
Praise or endorse,Decline comment,0,2912,0.0,0.0
Decline comment,Praise or endorse,0,22,0.0,0.0
Praise or endorse,"Refuse to ease economic sanctions, boycott, or embargo",0,2912,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Praise or endorse,0,4,0.0,0.0
Praise or endorse,Reject judicial cooperation,0,2912,0.0,0.0
Reject judicial cooperation,Praise or endorse,0,1,0.0,0.0
Praise or endorse,"Return, release property",0,2912,0.0,0.0
"Return, release property",Praise or endorse,0,10,0.0,0.0
Praise or endorse,Express intent to accept mediation,0,2912,0.0,0.0
Express intent to accept mediation,Praise or endorse,0,8,0.0,0.0
Praise or endorse,Accuse of aggression,0,2912,0.0,0.0
Accuse of aggression,Praise or endorse,0,7,0.0,0.0
Praise or endorse,Investigate human rights abuses,0,2912,0.0,0.0
Investigate human rights abuses,Praise or endorse,0,3,0.0,0.0
Praise or endorse,"Accuse of crime, corruption",0,2912,0.0,0.0
"Accuse of crime, corruption",Praise or endorse,0,64,0.0,0.0
Praise or endorse,Demonstrate for leadership change,0,2912,0.0,0.0
Demonstrate for leadership change,Praise or endorse,0,27,0.0,0.0
Praise or endorse,Demand change in leadership,0,2912,0.0,0.0
Demand change in leadership,Praise or endorse,0,64,0.0,0.0
Praise or endorse,Reject material cooperation,0,2912,0.0,0.0
Reject material cooperation,Praise or endorse,0,3,0.0,0.0
Praise or endorse,"Investigate crime, corruption",0,2912,0.0,0.0
"Investigate crime, corruption",Praise or endorse,0,28,0.0,0.0
Praise or endorse,"Appeal for change in institutions, regime",0,2912,0.0,0.0
"Appeal for change in institutions, regime",Praise or endorse,0,20,0.0,0.0
Praise or endorse,Express intent to ease administrative sanctions,0,2912,0.0,0.0
Express intent to ease administrative sanctions,Praise or endorse,0,7,0.0,0.0
Praise or endorse,Receive inspectors,0,2912,0.0,0.0
Receive inspectors,Praise or endorse,0,2,0.0,0.0
Praise or endorse,Increase police alert status,0,2912,0.0,0.0
Increase police alert status,Praise or endorse,0,25,0.0,0.0
Praise or endorse,Defend verbally,1,2912,0.00034340659340659343,0.0006809669731018045
Defend verbally,Praise or endorse,1,25,0.04,0.0006809669731018045
Praise or endorse,Threaten to halt negotiations,0,2912,0.0,0.0
Threaten to halt negotiations,Praise or endorse,0,1,0.0,0.0
Praise or endorse,Reduce or stop military assistance,0,2912,0.0,0.0
Reduce or stop military assistance,Praise or endorse,0,8,0.0,0.0
Praise or endorse,Demand settling of dispute,0,2912,0.0,0.0
Demand settling of dispute,Praise or endorse,0,5,0.0,0.0
Praise or endorse,Conduct hunger strike,0,2912,0.0,0.0
Conduct hunger strike,Praise or endorse,0,3,0.0,0.0
Praise or endorse,Demand intelligence cooperation,0,2912,0.0,0.0
Demand intelligence cooperation,Praise or endorse,0,15,0.0,0.0
Praise or endorse,Demand mediation,0,2912,0.0,0.0
Demand mediation,Praise or endorse,0,3,0.0,0.0
Praise or endorse,Express intent to cooperate on intelligence,0,2912,0.0,0.0
Express intent to cooperate on intelligence,Praise or endorse,0,8,0.0,0.0
"Threaten with political dissent, protest",Demand,0,5,0.0,0.0
Demand,"Threaten with political dissent, protest",0,1152,0.0,0.0
"Threaten with political dissent, protest",Accuse,1,5,0.2,0.000946969696969697
Accuse,"Threaten with political dissent, protest",1,2107,0.00047460844803037496,0.000946969696969697
"Threaten with political dissent, protest",Discuss by telephone,0,5,0.0,0.0
Discuss by telephone,"Threaten with political dissent, protest",0,783,0.0,0.0
"Threaten with political dissent, protest",Reduce or break diplomatic relations,0,5,0.0,0.0
Reduce or break diplomatic relations,"Threaten with political dissent, protest",0,132,0.0,0.0
"Threaten with political dissent, protest","Arrest, detain, or charge with legal action",0,5,0.0,0.0
"Arrest, detain, or charge with legal action","Threaten with political dissent, protest",0,3203,0.0,0.0
"Threaten with political dissent, protest",Make empathetic comment,0,5,0.0,0.0
Make empathetic comment,"Threaten with political dissent, protest",0,232,0.0,0.0
"Threaten with political dissent, protest",Sexually assault,0,5,0.0,0.0
Sexually assault,"Threaten with political dissent, protest",0,112,0.0,0.0
"Threaten with political dissent, protest",Express intent to cooperate,0,5,0.0,0.0
Express intent to cooperate,"Threaten with political dissent, protest",0,1265,0.0,0.0
"Threaten with political dissent, protest",Appeal for diplomatic cooperation (such as policy support),0,5,0.0,0.0
Appeal for diplomatic cooperation (such as policy support),"Threaten with political dissent, protest",0,380,0.0,0.0
"Threaten with political dissent, protest","Defy norms, law",0,5,0.0,0.0
"Defy norms, law","Threaten with political dissent, protest",0,57,0.0,0.0
"Threaten with political dissent, protest",Threaten,0,5,0.0,0.0
Threaten,"Threaten with political dissent, protest",0,545,0.0,0.0
"Threaten with political dissent, protest",Threaten with military force,0,5,0.0,0.0
Threaten with military force,"Threaten with political dissent, protest",0,91,0.0,0.0
"Threaten with political dissent, protest","Ease economic sanctions, boycott, embargo",0,5,0.0,0.0
"Ease economic sanctions, boycott, embargo","Threaten with political dissent, protest",0,21,0.0,0.0
"Threaten with political dissent, protest",Kill by physical assault,0,5,0.0,0.0
Kill by physical assault,"Threaten with political dissent, protest",0,80,0.0,0.0
"Threaten with political dissent, protest","Impose embargo, boycott, or sanctions",0,5,0.0,0.0
"Impose embargo, boycott, or sanctions","Threaten with political dissent, protest",0,98,0.0,0.0
"Threaten with political dissent, protest",Make optimistic comment,0,5,0.0,0.0
Make optimistic comment,"Threaten with political dissent, protest",0,634,0.0,0.0
"Threaten with political dissent, protest","Reject proposal to meet, discuss, or negotiate",0,5,0.0,0.0
"Reject proposal to meet, discuss, or negotiate","Threaten with political dissent, protest",0,92,0.0,0.0
"Threaten with political dissent, protest",Appeal for de-escalation of military engagement,0,5,0.0,0.0
Appeal for de-escalation of military engagement,"Threaten with political dissent, protest",0,34,0.0,0.0
"Threaten with political dissent, protest",Sign formal agreement,0,5,0.0,0.0
Sign formal agreement,"Threaten with political dissent, protest",0,1068,0.0,0.0
"Threaten with political dissent, protest",Meet at a 'third' location,0,5,0.0,0.0
Meet at a 'third' location,"Threaten with political dissent, protest",0,434,0.0,0.0
"Threaten with political dissent, protest",Express intent to provide economic aid,0,5,0.0,0.0
Express intent to provide economic aid,"Threaten with political dissent, protest",0,70,0.0,0.0
"Threaten with political dissent, protest",Investigate,0,5,0.0,0.0
Investigate,"Threaten with political dissent, protest",0,824,0.0,0.0
"Threaten with political dissent, protest",Halt negotiations,0,5,0.0,0.0
Halt negotiations,"Threaten with political dissent, protest",0,27,0.0,0.0
"Threaten with political dissent, protest",Physically assault,0,5,0.0,0.0
Physically assault,"Threaten with political dissent, protest",0,191,0.0,0.0
"Threaten with political dissent, protest",Engage in symbolic act,0,5,0.0,0.0
Engage in symbolic act,"Threaten with political dissent, protest",0,426,0.0,0.0
"Threaten with political dissent, protest",Expel or deport individuals,0,5,0.0,0.0
Expel or deport individuals,"Threaten with political dissent, protest",0,138,0.0,0.0
"Threaten with political dissent, protest",fight with small arms and light weapons,0,5,0.0,0.0
fight with small arms and light weapons,"Threaten with political dissent, protest",0,696,0.0,0.0
"Threaten with political dissent, protest","Abduct, hijack, or take hostage",0,5,0.0,0.0
"Abduct, hijack, or take hostage","Threaten with political dissent, protest",0,483,0.0,0.0
"Threaten with political dissent, protest","Conduct suicide, car, or other non-military bombing",0,5,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Threaten with political dissent, protest",0,69,0.0,0.0
"Threaten with political dissent, protest",Give ultimatum,0,5,0.0,0.0
Give ultimatum,"Threaten with political dissent, protest",0,52,0.0,0.0
"Threaten with political dissent, protest","Reject plan, agreement to settle dispute",0,5,0.0,0.0
"Reject plan, agreement to settle dispute","Threaten with political dissent, protest",0,55,0.0,0.0
"Threaten with political dissent, protest",Demand de-escalation of military engagement,0,5,0.0,0.0
Demand de-escalation of military engagement,"Threaten with political dissent, protest",0,12,0.0,0.0
"Threaten with political dissent, protest",Coerce,0,5,0.0,0.0
Coerce,"Threaten with political dissent, protest",0,95,0.0,0.0
"Threaten with political dissent, protest",Express accord,0,5,0.0,0.0
Express accord,"Threaten with political dissent, protest",0,79,0.0,0.0
"Threaten with political dissent, protest","Declare truce, ceasefire",0,5,0.0,0.0
"Declare truce, ceasefire","Threaten with political dissent, protest",0,23,0.0,0.0
"Threaten with political dissent, protest",Complain officially,0,5,0.0,0.0
Complain officially,"Threaten with political dissent, protest",0,109,0.0,0.0
"Threaten with political dissent, protest","Return, release person(s)",0,5,0.0,0.0
"Return, release person(s)","Threaten with political dissent, protest",0,357,0.0,0.0
"Threaten with political dissent, protest",Refuse to yield,0,5,0.0,0.0
Refuse to yield,"Threaten with political dissent, protest",0,37,0.0,0.0
"Threaten with political dissent, protest",Reduce relations,0,5,0.0,0.0
Reduce relations,"Threaten with political dissent, protest",0,188,0.0,0.0
"Threaten with political dissent, protest",Bring lawsuit against,0,5,0.0,0.0
Bring lawsuit against,"Threaten with political dissent, protest",0,142,0.0,0.0
"Threaten with political dissent, protest",Engage in mass expulsion,0,5,0.0,0.0
Engage in mass expulsion,"Threaten with political dissent, protest",0,1,0.0,0.0
"Threaten with political dissent, protest",Impose restrictions on political freedoms,0,5,0.0,0.0
Impose restrictions on political freedoms,"Threaten with political dissent, protest",0,54,0.0,0.0
"Threaten with political dissent, protest","Obstruct passage, block",0,5,0.0,0.0
"Obstruct passage, block","Threaten with political dissent, protest",0,58,0.0,0.0
"Threaten with political dissent, protest",Rally opposition against,0,5,0.0,0.0
Rally opposition against,"Threaten with political dissent, protest",0,68,0.0,0.0
