head,relation,tail,time
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-03-12
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-03-21
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-11-29
Armed Gang (Afghanistan),"Conduct suicide, car, or other non-military bombing",Afghanistan,2014-07-08
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-01-18
Armed Gang (Afghanistan),"Conduct suicide, car, or other non-military bombing",Afghanistan,2014-04-04
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-12-11
Armed Gang (Afghanistan),Threaten with military force,Afghanistan,2014-12-06
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-03-25
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-01-12
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-12-14
Armed Gang (Afghanistan),Use unconventional violence,Afghanistan,2014-03-20
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-05-05
Armed Gang (Afghanistan),Carry out suicide bombing,Afghanistan,2014-11-16
Armed Gang (Afghanistan),"Conduct suicide, car, or other non-military bombing",Afghanistan,2014-03-18
Armed Gang (Afghanistan),Make statement,Attacker (Afghanistan),2014-08-12
Armed Gang (Afghanistan),Use unconventional violence,Attacker (Afghanistan),2014-12-18
Armed Gang (Afghanistan),Carry out suicide bombing,Attorney General (Afghanistan),2014-10-29
Armed Gang (Afghanistan),Carry out suicide bombing,Attorney General (Afghanistan),2014-10-27
Armed Gang (Afghanistan),Use unconventional violence,Employee (Afghanistan),2014-05-12
Armed Gang (Afghanistan),Use unconventional violence,Employee (Afghanistan),2014-12-27
Armed Gang (Afghanistan),Use unconventional violence,Employee (Afghanistan),2014-05-01
Armed Gang (Afghanistan),fight with small arms and light weapons,Employee (Afghanistan),2014-07-24
Armed Gang (Afghanistan),"Abduct, hijack, or take hostage",Employee (India),2014-06-03
Armed Gang (Afghanistan),"Abduct, hijack, or take hostage",Employee (India),2014-06-02
Armed Gang (Afghanistan),Carry out suicide bombing,Engineer (Turkey),2014-06-02
Armed Gang (Afghanistan),Carry out suicide bombing,Engineer (Turkey),2014-06-04
Armed Gang (Afghanistan),Use unconventional violence,Foreign Affairs (India),2014-06-03
Armed Gang (Afghanistan),Use unconventional violence,Foreign Affairs (India),2014-05-24
Armed Gang (Afghanistan),Use unconventional violence,Foreign Affairs (India),2014-06-02
Armed Gang (Afghanistan),Carry out suicide bombing,Military Personnel (Afghanistan),2014-07-03
Armed Gang (Afghanistan),Carry out suicide bombing,Military Personnel (Afghanistan),2014-10-02
Armed Gang (Afghanistan),Carry out suicide bombing,Military Personnel (Afghanistan),2014-05-25
Armed Gang (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-11-29
Armed Gang (Afghanistan),Carry out suicide bombing,Military Personnel - Special (Afghanistan),2014-03-26
Armed Gang (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-03-29
Armed Gang (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-03-26
Armed Gang (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-05-12
Armed Gang (Afghanistan),Carry out suicide bombing,Military Personnel - Special (Afghanistan),2014-11-01
Armed Gang (Afghanistan),Use unconventional violence,Military Personnel - Special (Afghanistan),2014-03-25
Armed Gang (Afghanistan),fight with small arms and light weapons,Military Personnel - Special (Afghanistan),2014-11-29
Armed Gang (Afghanistan),"Abduct, hijack, or take hostage",Ministry (Afghanistan),2014-04-16
Armed Gang (Afghanistan),"Conduct suicide, car, or other non-military bombing",Ministry (Afghanistan),2014-04-02
Armed Gang (Afghanistan),"Abduct, hijack, or take hostage",Ministry (Afghanistan),2014-04-15
Armed Gang (Afghanistan),Carry out suicide bombing,North Atlantic Treaty Organization,2014-02-10
Armed Gang (Afghanistan),Carry out suicide bombing,North Atlantic Treaty Organization,2014-09-16
Armed Gang (Afghanistan),"Conduct suicide, car, or other non-military bombing",North Atlantic Treaty Organization,2014-07-08
Armed Gang (Afghanistan),Use unconventional violence,North Atlantic Treaty Organization,2014-01-20
Armed Gang (Al Qaeda),Use unconventional violence,Citizen (Yemen),2014-05-20
Armed Gang (Al Qaeda),Carry out suicide bombing,Citizen (Yemen),2014-12-31
Armed Gang (Al Qaeda),Use unconventional violence,Citizen (Yemen),2014-12-07
Armed Gang (Al Qaeda),Carry out suicide bombing,Citizen (Yemen),2014-09-29
Armed Gang (Al Qaeda),Carry out suicide bombing,Citizen (Yemen),2014-09-30
Armed Gang (Al Qaeda),Use unconventional violence,Citizen (Yemen),2014-10-17
Armed Gang (Al Qaeda),Occupy territory,Iraq,2014-01-09
Armed Gang (Al Qaeda),Occupy territory,Iraq,2014-02-21
Armed Gang (Al Qaeda),Use unconventional violence,Iraq,2014-01-07
Armed Gang (Al Qaeda),Use unconventional violence,Police (Yemen),2014-07-25
Armed Gang (Al Qaeda),Use unconventional violence,Police (Yemen),2014-01-16
Armed Gang (Al Qaeda),Use unconventional violence,Police (Yemen),2014-08-02
Armed Gang (Djibouti),Carry out suicide bombing,Djibouti,2014-06-10
Armed Gang (Djibouti),Use unconventional violence,Djibouti,2014-05-27
Armed Gang (Egypt),"Protest violently, riot",Central Security Forces,2014-05-20
Armed Gang (Egypt),Use unconventional violence,Central Security Forces,2014-06-30
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-01-31
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-06-28
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-08-06
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-08-18
Armed Gang (Egypt),Engage in symbolic act,Police (Egypt),2014-02-12
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-05-02
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-03-14
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-05-17
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-02-22
Armed Gang (Egypt),Assassinate,Police (Egypt),2014-01-28
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-03-03
Armed Gang (Egypt),Carry out suicide bombing,Police (Egypt),2014-05-06
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-03-01
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-05-19
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-12-29
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-11-28
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-08-15
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-11-26
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-01-24
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-10-02
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-12-14
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-12-30
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-01-28
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-04-20
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-01-23
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-05-04
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-05-19
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-02-05
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-12-27
Armed Gang (Egypt),"Protest violently, riot",Police (Egypt),2014-02-28
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-02-12
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-02-02
Armed Gang (Egypt),Carry out suicide bombing,Police (Egypt),2014-05-03
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-08-14
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-01-29
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-03-15
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-04-15
Armed Gang (Egypt),"Protest violently, riot",Police (Egypt),2014-05-20
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-11-26
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-09-03
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-02-11
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-12-27
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-12-26
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-11-28
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-02-13
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-10-24
Armed Gang (Egypt),Use unconventional violence,Police (Egypt),2014-05-11
Armed Gang (Egypt),fight with small arms and light weapons,Police (Egypt),2014-01-29
Armed Gang (Egypt),Carry out suicide bombing,Police (Egypt),2014-05-02
Armed Gang (Fula people),Use unconventional violence,Citizen (Nigeria),2014-06-26
Armed Gang (Fula people),Occupy territory,Citizen (Nigeria),2014-09-03
Armed Gang (Fula people),Use unconventional violence,Citizen (Nigeria),2014-04-15
Armed Gang (Fula people),Use unconventional violence,Citizen (Nigeria),2014-03-12
Armed Gang (Fula people),Use unconventional violence,Citizen (Nigeria),2014-09-03
Armed Gang (Fula people),Use unconventional violence,Indigenous People (Nigeria),2014-03-27
Armed Gang (Fula people),Use unconventional violence,Indigenous People (Nigeria),2014-03-26
Armed Gang (India),Use unconventional violence,Citizen (India),2014-06-23
Armed Gang (India),"Abduct, hijack, or take hostage",Citizen (India),2014-07-21
Armed Gang (India),Use unconventional violence,Citizen (India),2014-03-28
Armed Gang (India),Use unconventional violence,Citizen (India),2014-07-17
Armed Gang (India),Kill by physical assault,Citizen (India),2014-12-12
Armed Gang (India),Use unconventional violence,Citizen (India),2014-05-13
Armed Gang (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-06-05
Armed Gang (India),Kill by physical assault,Citizen (India),2014-07-18
Armed Gang (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-12-14
Armed Gang (India),"Abduct, hijack, or take hostage",Citizen (India),2014-12-13
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-04-18
Armed Gang (India),Use unconventional violence,Citizen (India),2014-01-29
Armed Gang (India),Use unconventional violence,Citizen (India),2014-06-25
Armed Gang (India),Provide aid,Citizen (India),2014-12-12
Armed Gang (India),Use unconventional violence,Citizen (India),2014-10-14
Armed Gang (India),Physically assault,Citizen (India),2014-05-26
Armed Gang (India),Kill by physical assault,Citizen (India),2014-10-28
Armed Gang (India),Kill by physical assault,Citizen (India),2014-11-12
Armed Gang (India),Use unconventional violence,Citizen (India),2014-02-25
Armed Gang (India),Physically assault,Citizen (India),2014-02-26
Armed Gang (India),Use unconventional violence,Citizen (India),2014-04-18
Armed Gang (India),Use unconventional violence,Citizen (India),2014-05-06
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-04-21
Armed Gang (India),Kill by physical assault,Citizen (India),2014-03-05
Armed Gang (India),Kill by physical assault,Citizen (India),2014-09-05
Armed Gang (India),Use unconventional violence,Citizen (India),2014-10-05
Armed Gang (India),Use unconventional violence,Citizen (India),2014-08-08
Armed Gang (India),Use unconventional violence,Citizen (India),2014-07-21
Armed Gang (India),Use unconventional violence,Citizen (India),2014-05-21
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-05-26
Armed Gang (India),Use unconventional violence,Citizen (India),2014-07-10
Armed Gang (India),Use unconventional violence,Citizen (India),2014-11-28
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-03-12
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-10-29
Armed Gang (India),Kill by physical assault,Citizen (India),2014-08-02
Armed Gang (India),"Abduct, hijack, or take hostage",Citizen (India),2014-12-14
Armed Gang (India),fight with small arms and light weapons,Citizen (India),2014-06-23
Armed Gang (India),Reduce relations,Citizen (India),2014-09-12
Armed Gang (India),Kill by physical assault,Citizen (India),2014-10-29
Armed Gang (India),fight with small arms and light weapons,Employee (India),2014-09-22
Armed Gang (India),"Abduct, hijack, or take hostage",Employee (India),2014-06-06
Armed Gang (India),Use unconventional violence,Employee (India),2014-11-15
Armed Gang (India),Use unconventional violence,Head of Government (India),2014-08-12
Armed Gang (India),fight with small arms and light weapons,Head of Government (India),2014-06-13
Armed Gang (India),Kill by physical assault,Men (India),2014-11-06
Armed Gang (India),Use unconventional violence,Men (India),2014-10-28
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-01-11
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-10-26
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-29
Armed Gang (Lebanon),Carry out suicide bombing,Military (Lebanon),2014-02-23
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-03
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-18
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-10-25
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-17
Armed Gang (Lebanon),Make statement,Military (Lebanon),2014-03-29
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-12-09
Armed Gang (Lebanon),Carry out suicide bombing,Military (Lebanon),2014-06-22
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-02
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-02
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-09-25
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-09-18
Armed Gang (Lebanon),Carry out suicide bombing,Military (Lebanon),2014-03-29
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-10-15
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-04
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-25
Armed Gang (Lebanon),Carry out suicide bombing,Military (Lebanon),2014-03-30
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-08-28
Armed Gang (Lebanon),Use unconventional violence,Military (Lebanon),2014-04-09
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-10-26
Armed Gang (Lebanon),Carry out suicide bombing,Military (Lebanon),2014-02-22
Armed Gang (Libya),Impose administrative sanctions,Employee (Libya),2014-09-02
Armed Gang (Libya),Use unconventional violence,Employee (Libya),2014-06-04
Armed Gang (Libya),Use unconventional violence,Legislature (Libya),2014-05-25
Armed Gang (Libya),Use unconventional violence,Legislature (Libya),2014-05-18
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-05-19
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-05-04
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-05-21
Armed Gang (Libya),Use unconventional violence,Legislature (Libya),2014-04-29
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-04-30
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-06-03
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-05-22
Armed Gang (Libya),"Protest violently, riot",Legislature (Libya),2014-05-20
Armed Gang (Libya),Use unconventional violence,Member of Parliament (Libya),2014-05-19
Armed Gang (Libya),Confiscate property,Member of Parliament (Libya),2014-05-19
Armed Gang (Libya),Impose administrative sanctions,Military Personnel (Libya),2014-03-09
Armed Gang (Libya),fight with small arms and light weapons,Military Personnel (Libya),2014-05-12
