relation i,relation j,#evolve,#rel_i,P one direction,P two direction
Use conventional military force,Express intent to cooperate economically,4,1644,0.0024330900243309003,0.0057570523891767415
Express intent to cooperate economically,Use conventional military force,6,93,0.06451612903225806,0.0057570523891767415
Use conventional military force,Express intent to change policy,0,1644,0.0,0.0
Express intent to change policy,Use conventional military force,0,2,0.0,0.0
Use conventional military force,Appeal for economic aid,3,1644,0.0018248175182481751,0.0023995200959808036
Appeal for economic aid,Use conventional military force,1,23,0.043478260869565216,0.0023995200959808036
Use conventional military force,Appeal for aid,20,1644,0.012165450121654502,0.015606242496998799
Appeal for aid,Use conventional military force,6,22,0.2727272727272727,0.015606242496998799
Use conventional military force,Appeal for de-escalation of military engagement,12,1644,0.0072992700729927005,0.009535160905840286
Appeal for de-escalation of military engagement,Use conventional military force,4,34,0.11764705882352941,0.009535160905840286
Use conventional military force,Defend verbally,1,1644,0.0006082725060827251,0.0011983223487118035
Defend verbally,Use conventional military force,1,25,0.04,0.0011983223487118035
Use conventional military force,Coerce,57,1644,0.03467153284671533,0.035077630822311676
Coerce,Use conventional military force,4,95,0.042105263157894736,0.035077630822311676
Use conventional military force,Accede to demands for change in policy,0,1644,0.0,0.0
Accede to demands for change in policy,Use conventional military force,0,2,0.0,0.0
Use conventional military force,Engage in material cooperation,58,1644,0.03527980535279805,0.04226983207874928
Engage in material cooperation,Use conventional military force,15,83,0.18072289156626506,0.04226983207874928
Use conventional military force,Sexually assault,57,1644,0.03467153284671533,0.042710706150341685
Sexually assault,Use conventional military force,18,112,0.16071428571428573,0.042710706150341685
Use conventional military force,Express intent to provide economic aid,7,1644,0.004257907542579075,0.005834305717619603
Express intent to provide economic aid,Use conventional military force,3,70,0.04285714285714286,0.005834305717619603
Use conventional military force,Decline comment,24,1644,0.014598540145985401,0.016206482593037214
Decline comment,Use conventional military force,3,22,0.13636363636363635,0.016206482593037214
Use conventional military force,Provide economic aid,1,1644,0.0006082725060827251,0.0029154518950437317
Provide economic aid,Use conventional military force,4,71,0.056338028169014086,0.0029154518950437317
Use conventional military force,Express intent to accept mediation,0,1644,0.0,0.0
Express intent to accept mediation,Use conventional military force,0,8,0.0,0.0
Use conventional military force,Appeal for judicial cooperation,0,1644,0.0,0.0
Appeal for judicial cooperation,Use conventional military force,0,23,0.0,0.0
Use conventional military force,Express intent to de-escalate military engagement,4,1644,0.0024330900243309003,0.0029850746268656717
Express intent to de-escalate military engagement,Use conventional military force,1,31,0.03225806451612903,0.0029850746268656717
Use conventional military force,Grant diplomatic recognition,2,1644,0.0012165450121654502,0.0017678255745433118
Grant diplomatic recognition,Use conventional military force,1,53,0.018867924528301886,0.0017678255745433118
Use conventional military force,Apologize,2,1644,0.0012165450121654502,0.002385211687537269
Apologize,Use conventional military force,2,33,0.06060606060606061,0.002385211687537269
Use conventional military force,Express intent to provide military aid,11,1644,0.006690997566909975,0.014976958525345621
Express intent to provide military aid,Use conventional military force,15,92,0.16304347826086957,0.014976958525345621
Use conventional military force,"Refuse to ease economic sanctions, boycott, or embargo",0,1644,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Use conventional military force,0,4,0.0,0.0
Use conventional military force,Appeal for material cooperation,0,1644,0.0,0.0
Appeal for material cooperation,Use conventional military force,0,10,0.0,0.0
Use conventional military force,Express intent to mediate,1,1644,0.0006082725060827251,0.0012062726176115801
Express intent to mediate,Use conventional military force,1,14,0.07142857142857142,0.0012062726176115801
Use conventional military force,Accuse of aggression,1,1644,0.0006082725060827251,0.0018170805572380376
Accuse of aggression,Use conventional military force,2,7,0.2857142857142857,0.0018170805572380376
Use conventional military force,Demand settling of dispute,3,1644,0.0018248175182481751,0.0018192844147968466
Demand settling of dispute,Use conventional military force,0,5,0.0,0.0018192844147968466
Use conventional military force,"Express intent to ease economic sanctions, boycott, or embargo",0,1644,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Use conventional military force,0,18,0.0,0.0
Use conventional military force,Mobilize or increase police power,8,1644,0.004866180048661801,0.01018573996405033
Mobilize or increase police power,Use conventional military force,9,25,0.36,0.01018573996405033
Use conventional military force,Demonstrate military or police power,2,1644,0.0012165450121654502,0.002986857825567503
Demonstrate military or police power,Use conventional military force,3,30,0.1,0.002986857825567503
Use conventional military force,"Demand change in institutions, regime",0,1644,0.0,0.0
"Demand change in institutions, regime",Use conventional military force,0,8,0.0,0.0
Use conventional military force,Express intent to cooperate militarily,2,1644,0.0012165450121654502,0.0018094089264173703
Express intent to cooperate militarily,Use conventional military force,1,14,0.07142857142857142,0.0018094089264173703
Use conventional military force,Reduce or stop military assistance,2,1644,0.0012165450121654502,0.002421307506053269
Reduce or stop military assistance,Use conventional military force,2,8,0.25,0.002421307506053269
Use conventional military force,"Defy norms, law",8,1644,0.004866180048661801,0.004703115814226925
"Defy norms, law",Use conventional military force,0,57,0.0,0.004703115814226925
Use conventional military force,Demand that target yields,0,1644,0.0,0.0
Demand that target yields,Use conventional military force,0,8,0.0,0.0
Use conventional military force,Threaten non-force,0,1644,0.0,0.0
Threaten non-force,Use conventional military force,0,10,0.0,0.0
Use conventional military force,"Ease economic sanctions, boycott, embargo",1,1644,0.0006082725060827251,0.0006006006006006006
"Ease economic sanctions, boycott, embargo",Use conventional military force,0,21,0.0,0.0006006006006006006
Use conventional military force,Impose state of emergency or martial law,0,1644,0.0,0.0036231884057971015
Impose state of emergency or martial law,Use conventional military force,6,12,0.5,0.0036231884057971015
Use conventional military force,Ease state of emergency or martial law,0,1644,0.0,0.0
Ease state of emergency or martial law,Use conventional military force,0,1,0.0,0.0
Use conventional military force,"Accede to demands for change in institutions, regime",0,1644,0.0,0.0
"Accede to demands for change in institutions, regime",Use conventional military force,0,3,0.0,0.0
Use conventional military force,Express intent to yield,0,1644,0.0,0.0006053268765133172
Express intent to yield,Use conventional military force,1,8,0.125,0.0006053268765133172
Use conventional military force,Share intelligence or information,0,1644,0.0,0.0005945303210463733
Share intelligence or information,Use conventional military force,1,38,0.02631578947368421,0.0005945303210463733
Use conventional military force,"Accuse of espionage, treason",1,1644,0.0006082725060827251,0.0012062726176115801
"Accuse of espionage, treason",Use conventional military force,1,14,0.07142857142857142,0.0012062726176115801
Use conventional military force,Receive inspectors,0,1644,0.0,0.0
Receive inspectors,Use conventional military force,0,2,0.0,0.0
Use conventional military force,Increase military alert status,20,1644,0.012165450121654502,0.016756433273488927
Increase military alert status,Use conventional military force,8,27,0.2962962962962963,0.016756433273488927
Use conventional military force,Attempt to assassinate,0,1644,0.0,0.0
Attempt to assassinate,Use conventional military force,0,11,0.0,0.0
Use conventional military force,Refuse to yield,8,1644,0.004866180048661801,0.006543723973825104
Refuse to yield,Use conventional military force,3,37,0.08108108108108109,0.006543723973825104
Use conventional military force,Veto,0,1644,0.0,0.0
Veto,Use conventional military force,0,6,0.0,0.0
Use conventional military force,Complain officially,7,1644,0.004257907542579075,0.006274957216200799
Complain officially,Use conventional military force,4,109,0.03669724770642202,0.006274957216200799
Use conventional military force,Reduce or stop economic assistance,0,1644,0.0,0.0
Reduce or stop economic assistance,Use conventional military force,0,8,0.0,0.0
Use conventional military force,"Impose blockade, restrict movement",29,1644,0.017639902676399026,0.022262334536702767
"Impose blockade, restrict movement",Use conventional military force,8,18,0.4444444444444444,0.022262334536702767
Use conventional military force,Express intent to provide military protection or peacekeeping,7,1644,0.004257907542579075,0.005454545454545455
Express intent to provide military protection or peacekeeping,Use conventional military force,2,6,0.3333333333333333,0.005454545454545455
Use conventional military force,Halt mediation,4,1644,0.0024330900243309003,0.0024316109422492403
Halt mediation,Use conventional military force,0,1,0.0,0.0024316109422492403
Use conventional military force,Demand intelligence cooperation,0,1644,0.0,0.0006027727546714888
Demand intelligence cooperation,Use conventional military force,1,15,0.06666666666666667,0.0006027727546714888
Use conventional military force,Demonstrate for leadership change,0,1644,0.0,0.0
Demonstrate for leadership change,Use conventional military force,0,27,0.0,0.0
Use conventional military force,Conduct hunger strike,0,1644,0.0,0.0
Conduct hunger strike,Use conventional military force,0,3,0.0,0.0
Use conventional military force,Demand mediation,0,1644,0.0,0.0
Demand mediation,Use conventional military force,0,3,0.0,0.0
Use conventional military force,Demand economic aid,0,1644,0.0,0.0
Demand economic aid,Use conventional military force,0,10,0.0,0.0
Use conventional military force,"Demand meeting, negotiation",0,1644,0.0,0.0012055455093429777
"Demand meeting, negotiation",Use conventional military force,2,15,0.13333333333333333,0.0012055455093429777
Use conventional military force,Appeal for military aid,0,1644,0.0,0.0
Appeal for military aid,Use conventional military force,0,26,0.0,0.0
Use conventional military force,Demand material cooperation,1,1644,0.0006082725060827251,0.0006049606775559589
Demand material cooperation,Use conventional military force,0,9,0.0,0.0006049606775559589
Use conventional military force,"Return, release property",5,1644,0.0030413625304136255,0.0036275695284159614
"Return, release property",Use conventional military force,1,10,0.1,0.0036275695284159614
Use conventional military force,Express intent to engage in material cooperation,1,1644,0.0006082725060827251,0.0006045949214026602
Express intent to engage in material cooperation,Use conventional military force,0,10,0.0,0.0006045949214026602
Use conventional military force,Demand policy change,0,1644,0.0,0.0
Demand policy change,Use conventional military force,0,2,0.0,0.0
Use conventional military force,Reject economic cooperation,0,1644,0.0,0.0
Reject economic cooperation,Use conventional military force,0,2,0.0,0.0
Use conventional military force,Appeal for humanitarian aid,0,1644,0.0,0.0006056935190793458
Appeal for humanitarian aid,Use conventional military force,1,7,0.14285714285714285,0.0006056935190793458
Use conventional military force,Demand judicial cooperation,0,1644,0.0,0.0
Demand judicial cooperation,Use conventional military force,0,4,0.0,0.0
Use conventional military force,Express intent to ease administrative sanctions,0,1644,0.0,0.0
