relation i,relation j,#implication,#rel_i,P one direction,P two direction
Ban political parties or politicians,Express intent to engage in diplomatic cooperation (such as policy support),0,7,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to change leadership,0,1116,0.0,0.0
Express intent to change leadership,Express intent to engage in diplomatic cooperation (such as policy support),0,6,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand material cooperation,3,1116,0.002688172043010753,0.0044444444444444444
Demand material cooperation,Express intent to engage in diplomatic cooperation (such as policy support),2,9,0.2222222222222222,0.0044444444444444444
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to institute political reform,0,1116,0.0,0.0
Express intent to institute political reform,Express intent to engage in diplomatic cooperation (such as policy support),0,1,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand easing of administrative sanctions,0,1116,0.0,0.0
Demand easing of administrative sanctions,Express intent to engage in diplomatic cooperation (such as policy support),0,4,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to engage in material cooperation,4,1116,0.0035842293906810036,0.0053285968028419185
Express intent to engage in material cooperation,Express intent to engage in diplomatic cooperation (such as policy support),2,10,0.2,0.0053285968028419185
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop economic assistance,3,1116,0.002688172043010753,0.0035587188612099642
Reduce or stop economic assistance,Express intent to engage in diplomatic cooperation (such as policy support),1,8,0.125,0.0035587188612099642
Express intent to engage in diplomatic cooperation (such as policy support),Demand intelligence cooperation,3,1116,0.002688172043010753,0.004420866489832007
Demand intelligence cooperation,Express intent to engage in diplomatic cooperation (such as policy support),2,15,0.13333333333333333,0.004420866489832007
Express intent to engage in diplomatic cooperation (such as policy support),Ease curfew,1,1116,0.0008960573476702509,0.001784121320249777
Ease curfew,Express intent to engage in diplomatic cooperation (such as policy support),1,5,0.2,0.001784121320249777
Express intent to engage in diplomatic cooperation (such as policy support),Receive inspectors,0,1116,0.0,0.0
Receive inspectors,Express intent to engage in diplomatic cooperation (such as policy support),0,2,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Engage in mass killings,0,1116,0.0,0.0
Engage in mass killings,Express intent to engage in diplomatic cooperation (such as policy support),0,12,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand rights,1,1116,0.0008960573476702509,0.0017889087656529517
Demand rights,Express intent to engage in diplomatic cooperation (such as policy support),1,2,0.5,0.0017889087656529517
Express intent to engage in diplomatic cooperation (such as policy support),Demand political reform,0,1116,0.0,0.0
Demand political reform,Express intent to engage in diplomatic cooperation (such as policy support),0,2,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand judicial cooperation,3,1116,0.002688172043010753,0.005357142857142857
Demand judicial cooperation,Express intent to engage in diplomatic cooperation (such as policy support),3,4,0.75,0.005357142857142857
Express intent to engage in diplomatic cooperation (such as policy support),Violate ceasefire,0,1116,0.0,0.0
Violate ceasefire,Express intent to engage in diplomatic cooperation (such as policy support),0,4,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to accept mediation,0,1116,0.0,0.0
Express intent to accept mediation,Express intent to engage in diplomatic cooperation (such as policy support),0,8,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to ease administrative sanctions,1,1116,0.0008960573476702509,0.0017809439002671415
Express intent to ease administrative sanctions,Express intent to engage in diplomatic cooperation (such as policy support),1,7,0.14285714285714285,0.0017809439002671415
Express intent to engage in diplomatic cooperation (such as policy support),"Refuse to ease economic sanctions, boycott, or embargo",3,1116,0.002688172043010753,0.0035714285714285713
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to engage in diplomatic cooperation (such as policy support),1,4,0.25,0.0035714285714285713
Express intent to engage in diplomatic cooperation (such as policy support),Demand that target yields,2,1116,0.0017921146953405018,0.0026690391459074734
Demand that target yields,Express intent to engage in diplomatic cooperation (such as policy support),1,8,0.125,0.0026690391459074734
Express intent to engage in diplomatic cooperation (such as policy support),Demand mediation,1,1116,0.0008960573476702509,0.0017873100983020554
Demand mediation,Express intent to engage in diplomatic cooperation (such as policy support),1,3,0.3333333333333333,0.0017873100983020554
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for humanitarian aid,2,1116,0.0017921146953405018,0.0026714158504007124
Appeal for humanitarian aid,Express intent to engage in diplomatic cooperation (such as policy support),1,7,0.14285714285714285,0.0026714158504007124
Express intent to engage in diplomatic cooperation (such as policy support),Obstruct passage to demand leadership change,0,1116,0.0,0.0
Obstruct passage to demand leadership change,Express intent to engage in diplomatic cooperation (such as policy support),0,2,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to yield,0,1116,0.0,0.0
Express intent to yield,Express intent to engage in diplomatic cooperation (such as policy support),0,8,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt mediation,0,1116,0.0,0.0
Threaten to halt mediation,Express intent to engage in diplomatic cooperation (such as policy support),0,1,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Reject judicial cooperation,7,1116,0.0062724014336917565,0.007162041181736795
Reject judicial cooperation,Express intent to engage in diplomatic cooperation (such as policy support),1,1,1.0,0.007162041181736795
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop military assistance,33,1116,0.02956989247311828,0.033807829181494664
Reduce or stop military assistance,Express intent to engage in diplomatic cooperation (such as policy support),5,8,0.625,0.033807829181494664
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to reduce or break relations,0,1116,0.0,0.0
Threaten to reduce or break relations,Express intent to engage in diplomatic cooperation (such as policy support),0,4,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demobilize armed forces,1,1116,0.0008960573476702509,0.0017873100983020554
Demobilize armed forces,Express intent to engage in diplomatic cooperation (such as policy support),1,3,0.3333333333333333,0.0017873100983020554
Express intent to engage in diplomatic cooperation (such as policy support),Use as human shield,0,1116,0.0,0.0
Use as human shield,Express intent to engage in diplomatic cooperation (such as policy support),0,1,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand policy change,2,1116,0.0017921146953405018,0.0026833631484794273
Demand policy change,Express intent to engage in diplomatic cooperation (such as policy support),1,2,0.5,0.0026833631484794273
Express intent to engage in diplomatic cooperation (such as policy support),"Accede to demands for change in institutions, regime",1,1116,0.0008960573476702509,0.0017873100983020554
"Accede to demands for change in institutions, regime",Express intent to engage in diplomatic cooperation (such as policy support),1,3,0.3333333333333333,0.0017873100983020554
