head	relation	tail	time
North Korea	Abduct, hijack, or take hostage	Citizen (South Korea)	2014-11-07
North Korea	Abduct, hijack, or take hostage	Japan	2014-04-06
North Korea	Abduct, hijack, or take hostage	Citizen (North Korea)	2014-03-17
Chuck Hagel	Express intent to meet or negotiate	Poland	2014-01-29
Chuck Hagel	Express intent to meet or negotiate	Ismet Yilmaz	2014-01-10
Chuck Hagel	Express intent to meet or negotiate	Japan	2014-03-27
Chuck Hagel	Express intent to meet or negotiate	China	2014-03-28
Chuck Hagel	Express intent to meet or negotiate	Curacao	2014-08-15
Zhang Dejiang	Consult	Ashraf Ghani Ahmadzai	2014-10-29
Joshua Wong	Make an appeal or request	Protester (Hong Kong)	2014-10-02
Military Personnel - Special (Nigeria)	Use conventional military force	Terrorist (Boko Haram)	2014-09-17
Military Personnel - Special (Nigeria)	Use conventional military force	Citizen (Nigeria)	2014-03-10
Military Personnel - Special (Nigeria)	Use conventional military force	Terrorist (Boko Haram)	2014-09-18
Nuri al-Maliki	Consult	Iraq	2014-06-23
Nuri al-Maliki	Consult	Representatives (Iraq)	2014-05-11
Nuri al-Maliki	Consult	Iran	2014-05-19
Nuri al-Maliki	Consult	Ahmad Khalaf al-Dulaimi	2014-01-14
Nuri al-Maliki	Consult	Sergey Viktorovich Lavrov	2014-02-21
Nuri al-Maliki	Consult	Joseph Robinette Biden	2014-01-08
Nuri al-Maliki	Consult	Defense / Security Ministry (Russia)	2014-07-26
Nuri al-Maliki	Consult	Member of Parliament (Iraq)	2014-10-14
Nuri al-Maliki	Consult	Joseph Robinette Biden	2014-06-19
Syed Akbaruddin	Make statement	Employee (India)	2014-06-18
Syed Akbaruddin	Make statement	Employee (India)	2014-08-14
Salvador Sánchez Cerén	Consult	Raúl Castro	2014-04-13
Salvador Sánchez Cerén	Consult	Joseph Robinette Biden	2014-07-26
Salvador Sánchez Cerén	Consult	Guatemala	2014-07-23
Mohammad Pakpur	Make statement	Iran	2014-10-20
Massoud Barzani	Consult	Iran	2014-07-17
Massoud Barzani	Consult	Joseph Robinette Biden	2014-06-20
Massoud Barzani	Consult	François Hollande	2014-08-10
Massoud Barzani	Consult	Party Member (Iraq)	2014-07-17
Massoud Barzani	Consult	Representatives (Iraq)	2014-05-19
Government Official (Afghanistan)	Make statement	Armed Gang (Afghanistan)	2014-04-18
Government Official (Afghanistan)	Make statement	Indigenous People (Pakistan)	2014-12-07
Natik Abbas Hasan al-Bayati	Make statement	Nuri al-Maliki	2014-06-03
Julie Bishop	Make a visit	Madagascar	2014-09-12
Julie Bishop	Make a visit	Curacao	2014-09-04
Julie Bishop	Make a visit	Didier Burkhalter	2014-03-28
Julie Bishop	Make a visit	Mauritius	2014-09-12
Julie Bishop	Make a visit	Myanmar	2014-07-02
Imran Khan	Make statement	Government (Pakistan)	2014-08-22
Imran Khan	Make statement	Tahirul Qadri	2014-08-19
Imran Khan	Make statement	Legislature (Pakistan)	2014-01-27
Imran Khan	Make statement	Protester (Pakistan)	2014-09-16
Imran Khan	Make statement	Al Jazeera	2014-08-19
Imran Khan	Make statement	Pakistan Tehreek-e-Insaf	2014-09-09
Imran Khan	Make statement	Government (Pakistan)	2014-12-06
Foreign Affairs (Ukraine)	Make an appeal or request	Citizen (International)	2014-03-04
Julie Bishop	Consult	Cabinet / Council of Ministers / Advisors (United States)	2014-08-12
Julie Bishop	Consult	China	2014-11-06
Julie Bishop	Consult	Cabinet / Council of Ministers / Advisors (Australia)	2014-09-29
Adams Oshiomhole	Consult	Head of Government (Nigeria)	2014-01-30
Head of Government (India)	Accuse	Citizen (India)	2014-07-06
Head of Government (India)	Accuse	Citizen (India)	2014-05-30
Head of Government (India)	Accuse	Media (India)	2014-12-06
Police (United States)	Consult	Mohammad Javad Zarif	2014-09-21
Nuri al-Maliki	Make an appeal or request	Legislature (Iraq)	2014-06-11
Gabriel Torwua Suswam	Make statement	Government (Nigeria)	2014-03-26
Gabriel Torwua Suswam	Make statement	Government (Nigeria)	2014-10-21
Gabriel Torwua Suswam	Make statement	Government (Nigeria)	2014-10-10
Sergey Viktorovich Lavrov	Discuss by telephone	Kazakhstan	2014-03-17
Sergey Viktorovich Lavrov	Discuss by telephone	Cabinet / Council of Ministers / Advisors (United States)	2014-04-11
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-05-31
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-06-22
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-05-03
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-07-27
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-12-30
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-03-18
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-05-30
Sergey Viktorovich Lavrov	Discuss by telephone	Pavlo Klimkin	2014-08-14
Sergey Viktorovich Lavrov	Discuss by telephone	Cabinet / Council of Ministers / Advisors (United States)	2014-11-21
Sergey Viktorovich Lavrov	Discuss by telephone	Cabinet / Council of Ministers / Advisors (United States)	2014-03-20
Sergey Viktorovich Lavrov	Discuss by telephone	John Kerry	2014-12-12
Barack Obama	Express intent to engage in diplomatic cooperation (such as policy support)	Raúl Castro	2014-12-17
Barack Obama	Express intent to engage in diplomatic cooperation (such as policy support)	Colombia	2014-10-13
Barack Obama	Express intent to engage in diplomatic cooperation (such as policy support)	Iraq	2014-08-19
Barack Obama	Express intent to engage in diplomatic cooperation (such as policy support)	Benjamin Netanyahu	2014-09-22
Doctors Without Borders	Make statement	Al Jazeera	2014-02-26
Doctors Without Borders	Make statement	Sudan	2014-06-17
Doctors Without Borders	Make statement	South Sudan	2014-01-10
Doctors Without Borders	Make statement	Government (Sudan)	2014-06-18
China	Sign formal agreement	Malaysia	2014-09-15
China	Sign formal agreement	Malaysia	2014-05-24
China	Sign formal agreement	South Korea	2014-11-10
China	Sign formal agreement	New Zealand	2014-11-13
China	Sign formal agreement	Kazakhstan	2014-05-19
China	Sign formal agreement	Japan	2014-11-14
China	Sign formal agreement	Iran	2014-01-23
China	Sign formal agreement	Ashraf Ghani Ahmadzai	2014-11-05
China	Sign formal agreement	South Korea	2014-11-17
Head of Government (Ukraine)	Make statement	Defense / Security Ministry (Ukraine)	2014-03-24
Head of Government (Ukraine)	Make statement	Verkhovna Rada	2014-04-01
Head of Government (Ukraine)	Make statement	Police (Ukraine)	2014-04-30
Head of Government (Ukraine)	Make statement	Yulia Tymoshenko	2014-10-26
Criminal (Mexico)	Use unconventional violence	Student (Mexico)	2014-11-09
Criminal (Mexico)	Use unconventional violence	Military (Mexico)	2014-04-08
Criminal (Mexico)	Use unconventional violence	Military (Mexico)	2014-09-20
Criminal (Mexico)	Use unconventional violence	Student (Mexico)	2014-11-20
Veterans (Croatia)	Demonstrate for leadership change	Ministry (Croatia)	2014-10-24
Veterans (Croatia)	Demonstrate for leadership change	Ministry (Croatia)	2014-10-26
North Atlantic Treaty Organization	Engage in diplomatic cooperation	Afghanistan	2014-11-08
Cameroon	Arrest, detain, or charge with legal action	Boko Haram	2014-06-07
Citizen (Thailand)	Reject	Thailand	2014-01-13
Presidential Press Service (Department of Defense)	Make statement	Military (Russia)	2014-05-20
Government (United States)	Make statement	Al-Shabaab	2014-09-08
Government (United States)	Make statement	Iran	2014-03-15
Government (United States)	Make statement	North Korea	2014-07-16
Iran	Express intent to meet or negotiate	France	2014-09-04
Iran	Express intent to meet or negotiate	France	2014-12-16
Iran	Express intent to meet or negotiate	Oman	2014-03-13
Iran	Express intent to meet or negotiate	Kazakhstan	2014-04-01
Iran	Express intent to meet or negotiate	Mohammad Javad Zarif	2014-11-08
Iran	Express intent to meet or negotiate	Iraq	2014-12-03
Iran	Express intent to meet or negotiate	UN Security Council	2014-02-12
Iran	Express intent to meet or negotiate	Tajikistan	2014-08-26
China	Grant diplomatic recognition	North Korea	2014-05-12
Japan	Criticize or denounce	China	2014-11-14
Japan	Criticize or denounce	South Korea	2014-01-21
Elmar Mammadyarov	Consult	Armenia	2014-12-04
Elmar Mammadyarov	Consult	Rashid Meredov	2014-05-26
Elmar Mammadyarov	Consult	Anifah Aman	2014-06-06
Elmar Mammadyarov	Consult	Didier Burkhalter	2014-06-03
Elmar Mammadyarov	Consult	János Martonyi	2014-04-29
Foreign Affairs (Kuwait)	Make statement	Iraq	2014-12-28
Foreign Affairs (Kuwait)	Make statement	Romania	2014-01-23
Foreign Affairs (Kuwait)	Make statement	Kuwait	2014-01-25
Foreign Affairs (Kuwait)	Make statement	Kuwait	2014-11-14
Armed Gang (India)	Use unconventional violence	Citizen (India)	2014-02-26
Armed Gang (India)	Use unconventional violence	Citizen (India)	2014-02-13
Jitan Ram Manjhi	Make an appeal or request	Citizen (India)	2014-11-12
Citizen (Australia)	Accuse	Jeff Seeney	2014-09-17
Citizen (Australia)	Accuse	Julia Gillard	2014-09-10
Tamar Beruchashvili	Consult	Foreign Affairs (Latvia)	2014-11-26
Tamar Beruchashvili	Consult	John Kerry	2014-12-05
Head of Government (Pakistan)	Make statement	Government (Pakistan)	2014-04-02
Head of Government (Pakistan)	Make statement	Pervez Musharraf	2014-04-03
Head of Government (Pakistan)	Make statement	Afghanistan	2014-02-28
Head of Government (Pakistan)	Make statement	Government (Pakistan)	2014-03-11
Head of Government (Pakistan)	Make statement	Government (Pakistan)	2014-02-04
Head of Government (Pakistan)	Make statement	Education (Pakistan)	2014-12-17
Head of Government (Pakistan)	Make statement	Government (Pakistan)	2014-07-16
Head of Government (Pakistan)	Make statement	Government (Pakistan)	2014-09-01
John Kerry	Accuse	Government (Syria)	2014-07-31
John Kerry	Accuse	Hamas	2014-07-20
John Kerry	Accuse	Military (Russia)	2014-04-08
Criminal (Argentina)	Use unconventional violence	Education (Argentina)	2014-10-03
Al-Shabaab	Use conventional military force	African Union	2014-12-27
Al-Shabaab	Use conventional military force	Citizen (Kenya)	2014-12-10
Al-Shabaab	Use conventional military force	Djibouti	2014-05-27
Al-Shabaab	Use conventional military force	Citizen (Kenya)	2014-07-21
Al-Shabaab	Use conventional military force	Police (Kenya)	2014-11-29
Al-Shabaab	Use conventional military force	African Union	2014-03-17
Al-Shabaab	Use conventional military force	Militant (Somalia)	2014-04-23
Police (Greece)	Arrest, detain, or charge with legal action	Citizen (Greece)	2014-03-02
Police (Greece)	Arrest, detain, or charge with legal action	Citizen (Greece)	2014-01-21
Police (Greece)	Arrest, detain, or charge with legal action	Citizen (Greece)	2014-11-04
Police (Malaysia)	Arrest, detain, or charge with legal action	Men (Malaysia)	2014-10-15
Police (Malaysia)	Arrest, detain, or charge with legal action	Citizen (Indonesia)	2014-09-16
Police (Malaysia)	Arrest, detain, or charge with legal action	Citizen (Malaysia)	2014-09-16
Police (Malaysia)	Arrest, detain, or charge with legal action	Inter-Services Intelligence	2014-05-28
Police (Malaysia)	Arrest, detain, or charge with legal action	Citizen (Malaysia)	2014-05-02
Milos Zeman	Express intent to meet or negotiate	Kazakhstan	2014-08-18
Hamas	Make statement	Amr Mohammed Moussa	2014-05-21
Hamas	Make statement	Israeli Defense Forces	2014-07-21
Hamas	Make statement	Combatant (Palestinian Territory, Occupied)	2014-07-23
Hamas	Make statement	Detainee (Palestinian Territory, Occupied)	2014-05-05
Hamas	Make statement	Government (United States)	2014-07-16
Hamas	Make statement	Government (Palestinian Territory, Occupied)	2014-01-08
Hamas	Make statement	Islamic Militant (Palestinian Territory, Occupied)	2014-08-21
Special Court (Pakistan)	Arrest, detain, or charge with legal action	Pervez Musharraf	2014-08-13
Special Court (Pakistan)	Arrest, detain, or charge with legal action	Pervez Musharraf	2014-11-26
Giorgio Napolitano	Consult	Elizabeth II	2014-04-02
Giorgio Napolitano	Consult	Abdel Fattah Al-Sisi	2014-11-25
Kim Jong-Un	Consult	North Korea	2014-10-17
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-07-14
Ashraf Ghani Ahmadzai	Sign formal agreement	China	2014-11-01
Ashraf Ghani Ahmadzai	Sign formal agreement	Abdullah Abdullah	2014-09-15
Ashraf Ghani Ahmadzai	Sign formal agreement	Mohamad Hanif Atmar	2014-09-30
North Atlantic Treaty Organization	Consult	Ashraf Ghani Ahmadzai	2014-11-06
North Atlantic Treaty Organization	Consult	Taavi Rõivas	2014-11-20
Ryoo Kihl-jae	Make statement	Ministry (South Korea)	2014-10-06
Ryoo Kihl-jae	Make statement	South Korea	2014-12-29
Boko Haram	Make an appeal or request	Citizen (Nigeria)	2014-10-06
Boko Haram	Make an appeal or request	Government (Nigeria)	2014-07-09
Boko Haram	Make an appeal or request	Government (Nigeria)	2014-04-09
Military (Philippines)	Use conventional military force	Militant (Philippines)	2014-04-30
Military (Philippines)	Use conventional military force	Islamic Rebel (Philippines)	2014-04-11
Military (Philippines)	Use conventional military force	Islamic Rebel (Philippines)	2014-02-01
Military (Philippines)	Use conventional military force	Islamic Rebel (Philippines)	2014-01-27
Military (Philippines)	Use conventional military force	Philippines	2014-03-13
Military (Philippines)	Use conventional military force	Militant (Philippines)	2014-01-27
Military (Philippines)	Use conventional military force	Abu Sayyaf	2014-12-05
Mohammad Javad Zarif	Make a visit	Iraq	2014-08-24
Mohammad Javad Zarif	Make a visit	Oman	2014-08-07
Mohammad Javad Zarif	Make a visit	Catherine Ashton	2014-09-02
Mohammad Javad Zarif	Make a visit	Iran	2014-12-04
Mohammad Javad Zarif	Make a visit	Iran	2014-02-03
Mohammad Javad Zarif	Make a visit	Iran	2014-11-08
Mohammad Javad Zarif	Make a visit	Middle East	2014-01-12
Mohammad Javad Zarif	Make a visit	Philippines	2014-06-09
Pope Francis	Express intent to meet or negotiate	Head of Government (Ukraine)	2014-04-23
Pope Francis	Express intent to meet or negotiate	France	2014-11-25
Pope Francis	Express intent to meet or negotiate	Philippines	2014-12-05
Pope Francis	Express intent to meet or negotiate	South Korea	2014-08-27
Pope Francis	Express intent to meet or negotiate	Philippines	2014-12-26
Pope Francis	Express intent to meet or negotiate	European Parliament	2014-11-24
Pope Francis	Express intent to meet or negotiate	Japan	2014-06-06
Pope Francis	Express intent to meet or negotiate	Philippines	2014-05-29
John Kerry	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-01-31
John Kerry	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-10-14
John Kerry	Meet at a 'third' location	Foreign Affairs (Russia)	2014-03-15
John Kerry	Meet at a 'third' location	Foreign Affairs (Russia)	2014-01-14
John Kerry	Meet at a 'third' location	Benjamin Netanyahu	2014-12-16
John Kerry	Meet at a 'third' location	Abdel Fattah Al-Sisi	2014-09-13
John Kerry	Meet at a 'third' location	Foreign Affairs (Russia)	2014-03-09
John Kerry	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-01-13
John Kerry	Meet at a 'third' location	Catherine Ashton	2014-11-09
John Kerry	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-04-02
John Kerry	Meet at a 'third' location	Sergey Viktorovich Lavrov	2014-12-16
Xi Jinping	Consult	China	2014-11-23
Xi Jinping	Consult	Barack Obama	2014-06-06
Xi Jinping	Consult	Vincent C. Siew	2014-11-11
Xi Jinping	Consult	Barack Obama	2014-11-16
Xi Jinping	Consult	Barack Obama	2014-07-17
Xi Jinping	Consult	Head of Government (India)	2014-07-25
Xi Jinping	Consult	Ashraf Ghani Ahmadzai	2014-10-28
Xi Jinping	Consult	Islam Karimov	2014-09-12
Xi Jinping	Consult	Barack Obama	2014-02-21
Xi Jinping	Consult	Islam Karimov	2014-08-20
Xi Jinping	Consult	China	2014-12-25
Xi Jinping	Consult	John Kerry	2014-02-14
Xi Jinping	Consult	Head of Government (Tajikistan)	2014-09-20
Citizen (Kenya)	Make an appeal or request	Police (Kenya)	2014-08-01
Citizen (Kenya)	Make an appeal or request	Government (Kenya)	2014-08-14
Citizen (Kenya)	Make an appeal or request	Uhuru	2014-09-24
Citizen (Kenya)	Make an appeal or request	Government (Kenya)	2014-10-01
Citizen (Kenya)	Make an appeal or request	Uhuru Muigai Kenyatta	2014-07-07
Citizen (Kenya)	Make an appeal or request	Student (Kenya)	2014-04-23
Citizen (Kenya)	Make an appeal or request	Police (Kenya)	2014-04-10
Citizen (Kenya)	Make an appeal or request	Court Judge (Kenya)	2014-06-03
Citizen (Kenya)	Make an appeal or request	Governor (Kenya)	2014-03-17
Citizen (Kenya)	Make an appeal or request	Government (Kenya)	2014-07-07
North Korea	Coerce	Chang Song Taek	2014-01-04
Iraq	Consult	Iran	2014-10-29
Iraq	Consult	Kuwait	2014-12-28
Militia (Iraq)	Occupy territory	Iraq	2014-12-29
Militia (Iraq)	Occupy territory	Iraq	2014-11-15
Government (Nigeria)	Arrest, detain, or charge with legal action	Citizen (Nigeria)	2014-09-02
Government (Nigeria)	Arrest, detain, or charge with legal action	Citizen (Nigeria)	2014-08-26
Government (Nigeria)	Arrest, detain, or charge with legal action	Citizen (Nigeria)	2014-07-09
Police (Portugal)	Investigate	Portugal	2014-06-12
Police (Portugal)	Investigate	Portugal	2014-06-09
Japan	Consider policy option	North Korea	2014-08-08
Joseph Robinette Biden	Make a visit	Poland	2014-03-17
Joseph Robinette Biden	Make a visit	Poland	2014-03-29
Joseph Robinette Biden	Make a visit	Romania	2014-05-22
France	Praise or endorse	Lawyer/Attorney (Russia)	2014-10-24
France	Praise or endorse	Iran	2014-01-08
France	Praise or endorse	African Union	2014-09-16
France	Praise or endorse	Other Authorities / Officials (Egypt)	2014-09-22
France	Praise or endorse	Morocco	2014-04-29
France	Praise or endorse	Niger	2014-08-11
France	Praise or endorse	Head of Government (Nigeria)	2014-07-25
Mohammad Javad Zarif	Express intent to meet or negotiate	John Kerry	2014-10-08
Mohammad Javad Zarif	Express intent to meet or negotiate	Oman	2014-11-03
Mohammad Javad Zarif	Express intent to meet or negotiate	Catherine Ashton	2014-03-07
Mohammad Javad Zarif	Express intent to meet or negotiate	Foreign Affairs (Italy)	2014-09-02
