,head,relation,tail,time
5624,Vietnam,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2010-03-09
5625,Viktor Orban,Criticize or denounce,Jobbik,2013-05-05
5626,Mexico,Criticize or denounce,Barack Obama,2013-09-06
5627,Police (Australia),Accuse,Citizen (Australia),2007-01-08
5628,South Korea,Consult,China,2015-01-11
5629,Citizen (Thailand),Use unconventional violence,Thailand,2006-09-18
5630,Wen Jiabao,Consult,Lee Myung Bak,2008-06-05
5631,Evo Morales,Make statement,France,2013-07-22
5632,Thailand,Consult,Cambodia,2008-08-02
5633,Lawyer/Attorney (Australia),Ease administrative sanctions,Citizen (Australia),2006-03-07
5634,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2012-01-18
5635,Police (Sudan),Use conventional military force,Citizen (Sudan),2010-10-09
5636,Media Personnel (Iran),Make statement,Iran,2008-02-19
5637,Police (South Africa),"Investigate crime, corruption",South Africa,2013-04-25
5638,Japan,Express intent to de-escalate military engagement,Iraq,2006-01-31
5639,Yemen,Employ aerial weapons,Combatant (Yemen),2012-04-13
5640,South Africa,Consult,Angola,2008-10-27
5641,Association of Southeast Asian Nations,Sign formal agreement,Japan,2011-11-18
5642,Government (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2015-09-02
5643,Barack Obama,Make a visit,Ethiopia,2015-06-25
5644,China,Consult,Japan,2006-07-08
5645,Police (New Zealand),"Arrest, detain, or charge with legal action",Children (New Zealand),2006-12-21
5646,Nabih Berri,Make statement,Lawmaker (Lebanon),2008-08-07
5647,Media Personnel (Iran),Make statement,Iran,2012-03-02
5648,Japan,Meet at a 'third' location,China,2012-05-26
5649,Malaysia,Express intent to meet or negotiate,Vietnam,2007-10-23
5650,Xi Jinping,Make statement,China,2015-11-30
5651,Police (Australia),Make statement,Activist (Australia),2011-01-26
5652,Middle East,Host a visit,Cabinet / Council of Ministers / Advisors (United States),2013-06-10
5653,China,Consult,South Korea,2013-11-07
5654,China,"Arrest, detain, or charge with legal action",Citizen (Australia),2014-06-06
5655,Saudi Arabian Defence Forces,Accuse of aggression,Armed Rebel (Yemen),2015-05-14
5656,South Korea,Express intent to meet or negotiate,China,2012-05-10
5657,Japan,Express intent to cooperate,South Korea,2008-10-14
5658,Police (Philippines),Make statement,Employee (Philippines),2012-10-17
5659,Ministry (Nigeria),Make an appeal or request,Militant (Nigeria),2006-03-14
5660,Pervez Musharraf,Express intent to engage in diplomatic cooperation (such as policy support),Head of Government (Pakistan),2005-03-09
5661,Head of Government (Nigeria),Make statement,Government (Nigeria),2012-12-28
5662,Police (Egypt),Make statement,Protester (Egypt),2006-05-03
5663,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2015-02-23
5664,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2005-05-09
5665,Tsai Ing-wen,Engage in negotiation,Ma Ying Jeou,2010-04-03
5666,Joao Miranda,Make a visit,Angola,2007-08-06
5667,Portugal,Praise or endorse,Pedro Manuel Mamede Passos Coelho,2015-11-18
5668,China,Host a visit,Ahmad Shuja Pasha,2011-08-03
5669,China,Express intent to meet or negotiate,Japan,2011-07-29
5670,Police (Australia),Investigate,Citizen (Australia),2005-03-28
5671,Thailand,"Reject proposal to meet, discuss, or negotiate",Japan,2007-01-20
5672,Vietnam,Consult,Laos,2005-12-29
5673,Tony Blair,Engage in negotiation,China,2005-09-05
5674,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2011-08-01
5675,Thailand,fight with small arms and light weapons,Military (Myanmar),2007-03-23
5676,Iraq,Praise or endorse,Iran,2012-08-13
5677,Lee Myung Bak,Make a visit,Japan,2011-12-16
5678,China,Make an appeal or request,Japan,2012-05-30
5679,City Mayor (China),Make statement,China,2013-11-09
5680,Insurgent (Thailand),Use unconventional violence,Citizen (Thailand),2007-04-15
5681,Thailand,Use conventional military force,Military (Cambodia),2011-02-04
5682,Liberal National Party,Criticize or denounce,Citizen (Australia),2009-03-08
5683,Shimon Peres,Meet at a 'third' location,Mahmoud Abbas,2013-07-21
5684,China,Express intent to engage in diplomatic cooperation (such as policy support),Cape Verde,2012-07-20
5685,Japan,Sign formal agreement,Mexico,2006-03-20
5686,Yemen,Consult,Malaysia,2010-03-19
5687,New Democracy,Criticize or denounce,Alexis Tsipras,2015-12-06
5688,Angela Merkel,Express intent to cooperate,Barack Obama,2015-09-23
5689,Military Personnel (Taiwan),Consult,Ma Ying Jeou,2012-04-20
5690,China,Express intent to engage in diplomatic cooperation (such as policy support),Laos,2007-05-16
5691,Military Personnel - Special (Afghanistan),Expel or deport individuals,Militant (Taliban),2015-10-13
5692,Henry M. Paulson,Praise or endorse,China,2008-04-03
5693,Vietnam,Engage in diplomatic cooperation,Laos,2015-02-16
5694,Police (Australia),Use conventional military force,Women (Australia),2014-11-06
5695,Hui Liangyu,Make statement,China,2011-01-14
5696,Vietnam,Express intent to cooperate,China,2008-04-23
5697,Police (Philippines),Make statement,Moro Islamic Liberation Front,2008-08-18
5698,China,Consult,France,2010-05-18
5699,Iran,Engage in diplomatic cooperation,Kazakhstan,2015-03-03
5700,Wen Jiabao,Investigate,France,2005-12-07
5701,Barack Obama,Make statement,Abdullah Gül,2009-02-16
5702,Iraq,Consult,Nuri al-Maliki,2006-08-03
5703,Member of Parliament (Australia),Demand diplomatic cooperation (such as policy support),Citizen (Australia),2006-11-16
5704,Benjamin Netanyahu,Make statement,UN Security Council,2010-03-02
5705,Romania,Demand,Other Authorities / Officials (Libya),2012-09-12
5706,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-12-12
5707,Insurgent (Thailand),Use unconventional violence,Citizen (Thailand),2011-10-27
5708,Iran,Express intent to meet or negotiate,Sudan,2007-02-26
5709,Media Personnel (New Zealand),Make statement,Police (New Zealand),2007-05-02
5710,Other Authorities / Officials (Nigeria),Make an appeal or request,Citizen (Nigeria),2015-02-03
5711,China,Praise or endorse,Yemen,2010-05-07
5712,France,Reject,Iran,2014-01-21
5713,Dmitry Anatolyevich Medvedev,Express intent to meet or negotiate,Representatives (Russia),2009-01-22
5714,Business (Germany),Engage in diplomatic cooperation,Iran,2011-01-19
5715,Barack Obama,Express intent to engage in diplomatic cooperation (such as policy support),China,2010-12-08
5716,Police (Philippines),"Arrest, detain, or charge with legal action",Men (Philippines),2014-04-07
5717,Government (Nigeria),Consult,Head of Government (Nigeria),2013-07-19
5718,Romania,Consult,Foreign Affairs (Hungary),2012-05-19
5719,Men (South Africa),Acknowledge or claim responsibility,Member of the Judiciary (South Africa),2008-07-29
5720,Mahmoud Abbas,Express intent to meet or negotiate,Barack Obama,2014-02-27
5721,South Africa,"Arrest, detain, or charge with legal action",Police (South Africa),2010-08-17
5722,Julia Gillard,Accuse,Citizen (Australia),2013-06-17
5723,South Korea,"Arrest, detain, or charge with legal action",Ministry (South Korea),2012-05-08
5724,Police (Senegal),Use conventional military force,Student (Senegal),2014-08-15
5725,Grand National Party,Consult,Lee Myung Bak,2007-08-28
5726,Alexis Tsipras,Criticize or denounce,Citizen (Greece),2015-03-18
5727,Yoshihiko Noda,Make an appeal or request,China,2012-05-13
5728,Pascal Affi N'Guessan,Make an appeal or request,Government (Cote d'Ivoire),2010-10-21
5729,Jian Yu,Make statement,China,2006-06-20
5730,Criminal (Australia),Use unconventional violence,Police (Australia),2014-09-26
5731,Police (Australia),Investigate,Citizen (Australia),2009-01-28
5732,Branimir Glavas,Demand,Citizen (Croatia),2009-04-22
5733,Cristina Fernández de Kirchner,Consult,Hugo Moyano,2007-12-10
5734,Mallam Isa Yuguda,Praise or endorse,Head of Government (Nigeria),2011-10-04
5735,Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2008-10-17
5736,Military (Mexico),Investigate,Mexico,2007-12-14
5737,George Yeo,Appeal for diplomatic cooperation (such as policy support),Japan,2007-10-27
5738,Lawyer/Attorney (Australia),"Return, release person(s)",Citizen (Australia),2009-06-26
5739,Envoy (United States),Make a visit,Sudan,2009-05-03
5740,South Africa,Criticize or denounce,Member of the Judiciary (South Africa),2005-09-08
5741,Media Personnel (Japan),Express intent to meet or negotiate,Japan,2005-05-13
5742,Police (Uganda),Use conventional military force,Attorney General (Uganda),2007-10-31
5743,China,Consider policy option,Iran,2010-05-18
5744,China,Sign formal agreement,Cambodia,2005-07-05
5745,Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2005-03-15
5746,Malaysia,Host a visit,Julia Gillard,2011-01-29
5747,Emmanuel Eweta Uduaghan,Criticize or denounce,Citizen (Nigeria),2014-11-03
5748,Mexico,Provide humanitarian aid,Secretariat (Mexico),2005-07-01
5749,Ma Ying Jeou,Sign formal agreement,Xi Jinping,2015-12-01
5750,Police (Australia),Investigate,Women (Australia),2013-02-18
5751,Japan,Express intent to meet or negotiate,China,2006-01-06
5752,Mahmoud Abbas,Make statement,United Arab Emirates,2009-11-02
5753,Government (Sudan),Sign formal agreement,John Garang,2005-08-13
5754,Vuk Jeremić,Make statement,UN Security Council,2008-02-25
5755,Japan,Express intent to meet or negotiate,China,2014-11-16
5756,Armed Rebel (Yemen),Use unconventional violence,Yemen,2009-08-28
5757,Benjamin Netanyahu,Reduce relations,Employee (Israel),2006-04-07
5758,Ma Ying Jeou,Demand,Xi Jinping,2015-11-07
5759,Mahmoud Ahmadinejad,Sign formal agreement,Gurbanguly Berdymukhammedov,2007-08-16
5760,South Africa,Host a visit,Barack Obama,2013-07-04
5761,Qatar,Engage in negotiation,Iran,2014-09-04
5762,China,Consult,South Korea,2006-09-18
5763,South Korea,Provide humanitarian aid,Military Personnel (South Korea),2005-12-29
5764,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2011-06-29
5765,China,Engage in negotiation,Japan,2005-12-22
5766,Police (Australia),Express intent to meet or negotiate,Criminal (Australia),2006-08-20
5767,International Monetary Fund,Express intent to meet or negotiate,Romania,2013-07-10
5768,Police (Philippines),Sign formal agreement,Military Personnel (Philippines),2010-03-15
5769,Umaru Musa Yar'Adua,Praise or endorse,Government (Nigeria),2009-08-21
5770,Mahmoud Abbas,Express intent to meet or negotiate,Iran,2012-08-29
5771,Citizen (Sudan),Express intent to meet or negotiate,Sudan,2009-02-19
5772,Julia Gillard,Make a visit,South Korea,2012-03-26
5773,Cambodia,Yield,Thailand,2009-11-17
5774,Mahmoud Abbas,Express intent to meet or negotiate,Abdullah Gül,2009-01-30
5775,Vietnam,Consult,China,2011-06-26
5776,Police (South Africa),Use conventional military force,Armed Gang (South Africa),2009-11-04
5777,Tony Blair,Express intent to meet or negotiate,Mahmoud Abbas,2006-09-09
5778,South Sudan,Make statement,Sudan,2013-07-05
5779,Barack Obama,Accuse,Iran,2009-09-27
5780,Abdel Fattah Al-Sisi,Express intent to meet or negotiate,Royal Administration (Saudi Arabia),2015-05-03
5781,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-03-08
5782,Bolivia,Consult,Colombia,2015-07-14
5783,Ministry (Nigeria),Consult,Umaru Musa Yar'Adua,2009-02-10
5784,Mahmoud Abbas,Express intent to meet or negotiate,Tony Blair,2007-07-23
5785,Barack Obama,Make statement,Iran,2013-11-25
5786,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2012-10-04
5787,Jian Yu,Make statement,China,2008-01-24
5788,Citizen (Thailand),Make pessimistic comment,Thailand,2012-06-16
5789,China,Engage in negotiation,South Korea,2010-11-29
5790,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2007-10-17
5791,Kazakhstan,Consult,China,2008-05-14
5792,Iran,Consult,Head of Government (Turkmenistan),2012-01-25
5793,Military (Russia),Use conventional military force,Armed Rebel (Russia),2010-09-24
5794,Government (Nigeria),Criticize or denounce,Citizen (Nigeria),2014-12-16
5795,Police (Philippines),"Arrest, detain, or charge with legal action",Employee (Philippines),2012-07-28
5796,Japan,Express intent to meet or negotiate,Wen Jiabao,2009-10-07
5797,Abdullah Gül,Sign formal agreement,Rafael Antonio Bielsa,2005-03-28
5798,Ma Ying Jeou,Make statement,China,2009-05-17
5799,Iran,Expel or deport individuals,Refugee (Afghanistan),2007-09-21
5800,Police (Malaysia),Mobilize or increase police power,Malaysia,2013-05-10
5801,Lee Myung Bak,Make a visit,Vietnam,2010-10-29
5802,Head of Government (South Korea),Express intent to meet or negotiate,Roh Moo Hyun,2005-11-12
5803,Abdullah Gül,Engage in symbolic act,Dmitry Anatolyevich Medvedev,2009-02-13
5804,Angela Merkel,Criticize or denounce,China,2007-12-03
5805,China,Host a visit,NASA,2006-09-22
5806,Citizen (Australia),Make optimistic comment,Peter Costello,2008-08-01
5807,Citizen (Bangladesh),fight with small arms and light weapons,Head of Government (Bangladesh),2015-08-31
5808,South Korea,Make an appeal or request,Japan,2009-01-07
5809,Criminal (Brazil),"Abduct, hijack, or take hostage",Citizen (Brazil),2007-08-04
5810,Lien Chan,Express intent to meet or negotiate,China,2013-02-22
5811,Ethiopia,Host a visit,African Union,2013-04-25
5812,Media Personnel (Japan),Make statement,Japan,2011-03-16
5813,Tariq Aziz,Make statement,Iraq,2010-08-06
5814,Ingrid Betancourt Pulecio,Make a visit,Cristina Fernández de Kirchner,2008-12-04
5815,Iraq,Criticize or denounce,Iran,2006-12-26
5816,Japan,Provide aid,Ethiopia,2011-01-06
5817,Royal Administration (Jordan),Make a visit,Iraq,2008-08-13
5818,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2015-11-14
5819,Government (France),Demonstrate military or police power,France,2014-12-22
5820,South Korea,Criticize or denounce,Japan,2008-07-15
5821,Muhammadu Buhari,Make statement,Royal Administration (Nigeria),2015-11-24
5822,Likud,Praise or endorse,Benjamin Netanyahu,2008-12-03
5823,Mahmoud Ahmadinejad,Make statement,Iran,2007-08-28
5824,UN Security Council,"Impose embargo, boycott, or sanctions",Iran,2007-10-22
5825,Labor Union (Nigeria),Criticize or denounce,Government (Nigeria),2011-09-08
5826,Benjamin Netanyahu,Make statement,Likud,2009-09-11
5827,Iraq,Host a visit,Nuri al-Maliki,2008-09-19
5828,Yemen,Refuse to yield,Armed Rebel (Yemen),2010-03-03
5829,Citizen (Thailand),Use unconventional violence,Protester (Thailand),2014-04-26
5830,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2006-01-27
5831,Royal Administration (Saudi Arabia),Make a visit,France,2005-04-13
5832,Muhammadu Buhari,Make statement,Government (Nigeria),2007-08-24
5833,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2006-02-16
5834,Citizen (Nigeria),Accuse,Government (Nigeria),2011-04-20
5835,Legislature (Greece),Accuse,Citizen (Greece),2013-01-18
5836,Mahmoud Ahmadinejad,Express intent to meet or negotiate,Iran,2009-04-13
5837,Pedro Manuel Mamede Passos Coelho,Host a visit,Antonis Samaras,2012-03-25
5838,Ministry (Nigeria),Accuse,Citizen (Nigeria),2014-02-07
5839,Ireland,Host a visit,Elizabeth II,2012-06-01
5840,Mikhail Yefimovich Fradkov,Express intent to meet or negotiate,China,2006-10-24
5841,Benazir Bhutto,Make an appeal or request,Pervez Musharraf,2007-11-15
5842,Cabinet / Council of Ministers / Advisors (United States),Make a visit,South Korea,2007-03-05
5843,Police (Australia),Accuse,Criminal (Australia),2010-01-23
5844,Andrius Kubilius,Make a visit,Cabinet / Council of Ministers / Advisors (United States),2011-06-30
5845,Mauritania,Expel or deport individuals,Citizen (Mauritania),2007-10-24
5846,China,Express intent to engage in diplomatic cooperation (such as policy support),Japan,2007-02-13
5847,Japan,Consult,China,2014-09-01
5848,Romania,Sign formal agreement,South Korea,2015-03-18
5849,Wen Jiabao,Demand diplomatic cooperation (such as policy support),South Korea,2007-01-15
5850,Tony Blair,Consult,Benjamin Netanyahu,2010-06-20
5851,Angela Merkel,Make a visit,China,2007-10-29
5852,Lawyer/Attorney (Australia),Make statement,Police (Australia),2010-08-05
5853,Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2012-01-18
5854,Muhammadu Buhari,Make empathetic comment,Head of Government (Nigeria),2015-11-26
5855,South Korea,Engage in negotiation,China,2009-10-10
5856,Pervez Musharraf,Reject,Iftikhar Muhammad Chaudhry,2010-10-16
5857,Vietnam,Criticize or denounce,China,2011-05-31
5858,South Africa,Expel or deport individuals,Citizen (Africa),2012-03-07
5859,Japan,Retreat or surrender militarily,Iraq,2006-06-26
5860,Ali Abdullah Saleh,Express intent to engage in diplomatic cooperation (such as policy support),Yemen,2011-07-10
