relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Demand,Engage in material cooperation,0,1152,0.0,0.0
Engage in material cooperation,Demand,0,83,0.0,0.0
Demand,Engage in diplomatic cooperation,0,1152,0.0,0.0
Engage in diplomatic cooperation,Demand,0,1096,0.0,0.0
Demand,Make optimistic comment,3,1152,0.0026041666666666665,0.0033594624860022394
Make optimistic comment,Demand,3,634,0.00473186119873817,0.0033594624860022394
Demand,Use tactics of violent repression,3,1152,0.0026041666666666665,0.004382761139517896
Use tactics of violent repression,Demand,3,217,0.013824884792626729,0.004382761139517896
Demand,"Return, release person(s)",4,1152,0.003472222222222222,0.005301524188204109
"Return, release person(s)",Demand,4,357,0.011204481792717087,0.005301524188204109
Demand,Express intent to cooperate economically,0,1152,0.0,0.0
Express intent to cooperate economically,Demand,0,93,0.0,0.0
Demand,Impose restrictions on political freedoms,3,1152,0.0026041666666666665,0.004975124378109453
Impose restrictions on political freedoms,Demand,3,54,0.05555555555555555,0.004975124378109453
Demand,fight with small arms and light weapons,2,1152,0.001736111111111111,0.0021645021645021645
fight with small arms and light weapons,Demand,2,696,0.0028735632183908046,0.0021645021645021645
Demand,"Demand meeting, negotiation",0,1152,0.0,0.0
"Demand meeting, negotiation",Demand,0,15,0.0,0.0
Demand,Discuss by telephone,6,1152,0.005208333333333333,0.006201550387596899
Discuss by telephone,Demand,6,783,0.007662835249042145,0.006201550387596899
Demand,Reject,16,1152,0.013888888888888888,0.016701461377870562
Reject,Demand,16,764,0.020942408376963352,0.016701461377870562
Demand,Deny responsibility,3,1152,0.0026041666666666665,0.004545454545454545
Deny responsibility,Demand,3,168,0.017857142857142856,0.004545454545454545
Demand,Occupy territory,0,1152,0.0,0.0
Occupy territory,Demand,0,208,0.0,0.0
Demand,Meet at a 'third' location,4,1152,0.003472222222222222,0.005044136191677175
Meet at a 'third' location,Demand,4,434,0.009216589861751152,0.005044136191677175
Demand,Expel or deport individuals,0,1152,0.0,0.0
Expel or deport individuals,Demand,0,138,0.0,0.0
Demand,Accuse of aggression,0,1152,0.0,0.0
Accuse of aggression,Demand,0,7,0.0,0.0
Demand,Reduce relations,2,1152,0.001736111111111111,0.0029850746268656717
Reduce relations,Demand,2,188,0.010638297872340425,0.0029850746268656717
Demand,"Abduct, hijack, or take hostage",3,1152,0.0026041666666666665,0.003669724770642202
"Abduct, hijack, or take hostage",Demand,3,483,0.006211180124223602,0.003669724770642202
Demand,Investigate,6,1152,0.005208333333333333,0.006072874493927126
Investigate,Demand,6,824,0.007281553398058253,0.006072874493927126
Demand,Appeal for de-escalation of military engagement,1,1152,0.0008680555555555555,0.0016863406408094434
Appeal for de-escalation of military engagement,Demand,1,34,0.029411764705882353,0.0016863406408094434
Demand,Physically assault,1,1152,0.0008680555555555555,0.0014892032762472078
Physically assault,Demand,1,191,0.005235602094240838,0.0014892032762472078
Demand,"Reject proposal to meet, discuss, or negotiate",0,1152,0.0,0.0
"Reject proposal to meet, discuss, or negotiate",Demand,0,92,0.0,0.0
Demand,Express intent to provide humanitarian aid,0,1152,0.0,0.0
Express intent to provide humanitarian aid,Demand,0,48,0.0,0.0
Demand,Engage in symbolic act,2,1152,0.001736111111111111,0.0025348542458808617
Engage in symbolic act,Demand,2,426,0.004694835680751174,0.0025348542458808617
Demand,Provide aid,1,1152,0.0008680555555555555,0.0015267175572519084
Provide aid,Demand,1,158,0.006329113924050633,0.0015267175572519084
Demand,Provide humanitarian aid,0,1152,0.0,0.0
Provide humanitarian aid,Demand,0,252,0.0,0.0
Demand,Cooperate economically,1,1152,0.0008680555555555555,0.0015760441292356187
Cooperate economically,Demand,1,117,0.008547008547008548,0.0015760441292356187
Demand,Consider policy option,0,1152,0.0,0.0
Consider policy option,Demand,0,90,0.0,0.0
Demand,"Defy norms, law",0,1152,0.0,0.0
"Defy norms, law",Demand,0,57,0.0,0.0
Demand,Conduct strike or boycott,0,1152,0.0,0.0
Conduct strike or boycott,Demand,0,32,0.0,0.0
Demand,Bring lawsuit against,0,1152,0.0,0.0
Bring lawsuit against,Demand,0,142,0.0,0.0
Demand,Demonstrate military or police power,0,1152,0.0,0.0
Demonstrate military or police power,Demand,0,30,0.0,0.0
Demand,Carry out suicide bombing,0,1152,0.0,0.0
Carry out suicide bombing,Demand,0,76,0.0,0.0
Demand,Mobilize or increase armed forces,2,1152,0.001736111111111111,0.003028009084027252
Mobilize or increase armed forces,Demand,2,169,0.011834319526627219,0.003028009084027252
Demand,Reduce or break diplomatic relations,4,1152,0.003472222222222222,0.006230529595015576
Reduce or break diplomatic relations,Demand,4,132,0.030303030303030304,0.006230529595015576
Demand,Confiscate property,0,1152,0.0,0.0
Confiscate property,Demand,0,138,0.0,0.0
Demand,Threaten,6,1152,0.005208333333333333,0.007071302298173247
Threaten,Demand,6,545,0.011009174311926606,0.007071302298173247
Demand,Express intent to release persons or property,0,1152,0.0,0.0
Express intent to release persons or property,Demand,0,61,0.0,0.0
Demand,Express intent to provide material aid,0,1152,0.0,0.0
Express intent to provide material aid,Demand,0,77,0.0,0.0
Demand,Demand de-escalation of military engagement,1,1152,0.0008680555555555555,0.001718213058419244
Demand de-escalation of military engagement,Demand,1,12,0.08333333333333333,0.001718213058419244
Demand,"Declare truce, ceasefire",0,1152,0.0,0.0
"Declare truce, ceasefire",Demand,0,23,0.0,0.0
Demand,Reduce or stop humanitarian assistance,0,1152,0.0,0.0
Reduce or stop humanitarian assistance,Demand,0,4,0.0,0.0
Demand,Express intent to cooperate militarily,0,1152,0.0,0.0
Express intent to cooperate militarily,Demand,0,14,0.0,0.0
Demand,"Express intent to ease economic sanctions, boycott, or embargo",0,1152,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Demand,0,18,0.0,0.0
Demand,Coerce,0,1152,0.0,0.0
Coerce,Demand,0,95,0.0,0.0
Demand,Appeal for change in leadership,0,1152,0.0,0.0
Appeal for change in leadership,Demand,0,49,0.0,0.0
Demand,Express intent to settle dispute,0,1152,0.0,0.0
Express intent to settle dispute,Demand,0,54,0.0,0.0
Demand,Express accord,0,1152,0.0,0.0
Express accord,Demand,0,79,0.0,0.0
Demand,Rally opposition against,1,1152,0.0008680555555555555,0.001639344262295082
Rally opposition against,Demand,1,68,0.014705882352941176,0.001639344262295082
Demand,Retreat or surrender militarily,0,1152,0.0,0.0
Retreat or surrender militarily,Demand,0,55,0.0,0.0
Demand,Halt negotiations,0,1152,0.0,0.0
Halt negotiations,Demand,0,27,0.0,0.0
Demand,Appeal to others to meet or negotiate,0,1152,0.0,0.0
Appeal to others to meet or negotiate,Demand,0,28,0.0,0.0
Demand,Demand diplomatic cooperation (such as policy support),2,1152,0.001736111111111111,0.003284072249589491
Demand diplomatic cooperation (such as policy support),Demand,2,66,0.030303030303030304,0.003284072249589491
Demand,Yield,1,1152,0.0008680555555555555,0.001606425702811245
Yield,Demand,1,93,0.010752688172043012,0.001606425702811245
Demand,Rally support on behalf of,0,1152,0.0,0.0
Rally support on behalf of,Demand,0,96,0.0,0.0
Demand,Express intent to cooperate on intelligence,0,1152,0.0,0.0
Express intent to cooperate on intelligence,Demand,0,8,0.0,0.0
Demand,"Obstruct passage, block",0,1152,0.0,0.0
"Obstruct passage, block",Demand,0,58,0.0,0.0
Demand,Demand change in leadership,2,1152,0.001736111111111111,0.003289473684210526
Demand change in leadership,Demand,2,64,0.03125,0.003289473684210526
Demand,Appeal for economic aid,2,1152,0.001736111111111111,0.003404255319148936
Appeal for economic aid,Demand,2,23,0.08695652173913043,0.003404255319148936
Demand,Provide military aid,0,1152,0.0,0.0
Provide military aid,Demand,0,88,0.0,0.0
Demand,Ease administrative sanctions,2,1152,0.001736111111111111,0.0030816640986132513
Ease administrative sanctions,Demand,2,146,0.0136986301369863,0.0030816640986132513
Demand,Express intent to provide economic aid,0,1152,0.0,0.0
Express intent to provide economic aid,Demand,0,70,0.0,0.0
Demand,"Appeal for change in institutions, regime",0,1152,0.0,0.0
"Appeal for change in institutions, regime",Demand,0,20,0.0,0.0
Demand,Increase police alert status,0,1152,0.0,0.0
Increase police alert status,Demand,0,25,0.0,0.0
Demand,"Return, release property",0,1152,0.0,0.0
"Return, release property",Demand,0,10,0.0,0.0
Demand,Ease military blockade,0,1152,0.0,0.0
Ease military blockade,Demand,0,3,0.0,0.0
Demand,"Ease economic sanctions, boycott, embargo",0,1152,0.0,0.0
"Ease economic sanctions, boycott, embargo",Demand,0,21,0.0,0.0
Demand,Threaten with military force,1,1152,0.0008680555555555555,0.0016090104585679806
Threaten with military force,Demand,1,91,0.01098901098901099,0.0016090104585679806
Demand,Acknowledge or claim responsibility,0,1152,0.0,0.0
Acknowledge or claim responsibility,Demand,0,62,0.0,0.0
Demand,Express intent to provide military aid,1,1152,0.0008680555555555555,0.001607717041800643
Express intent to provide military aid,Demand,1,92,0.010869565217391304,0.001607717041800643
Demand,Defend verbally,0,1152,0.0,0.0
Defend verbally,Demand,0,25,0.0,0.0
Demand,Make empathetic comment,1,1152,0.0008680555555555555,0.001445086705202312
Make empathetic comment,Demand,1,232,0.004310344827586207,0.001445086705202312
Demand,"Impose embargo, boycott, or sanctions",0,1152,0.0,0.0
"Impose embargo, boycott, or sanctions",Demand,0,98,0.0,0.0
Demand,Increase military alert status,0,1152,0.0,0.0
Increase military alert status,Demand,0,27,0.0,0.0
Demand,Accede to demands for rights,0,1152,0.0,0.0
Accede to demands for rights,Demand,0,6,0.0,0.0
Demand,Appeal to others to settle dispute,0,1152,0.0,0.0
Appeal to others to settle dispute,Demand,0,12,0.0,0.0
Demand,"Appeal for easing of economic sanctions, boycott, or embargo",0,1152,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Demand,0,1,0.0,0.0
Demand,Mobilize or increase police power,0,1152,0.0,0.0
Mobilize or increase police power,Demand,0,25,0.0,0.0
Demand,"Conduct suicide, car, or other non-military bombing",0,1152,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Demand,0,69,0.0,0.0
Demand,Appeal for material cooperation,1,1152,0.0008680555555555555,0.0017211703958691911
Appeal for material cooperation,Demand,1,10,0.1,0.0017211703958691911
Demand,Refuse to ease administrative sanctions,0,1152,0.0,0.0
Refuse to ease administrative sanctions,Demand,0,8,0.0,0.0
Demand,Provide economic aid,0,1152,0.0,0.0
Provide economic aid,Demand,0,71,0.0,0.0
Demand,Demand release of persons or property,0,1152,0.0,0.0
Demand release of persons or property,Demand,0,5,0.0,0.0
Demand,"Demand change in institutions, regime",0,1152,0.0,0.0
"Demand change in institutions, regime",Demand,0,8,0.0,0.0
Demand,Appeal for release of persons or property,1,1152,0.0008680555555555555,0.001692047377326565
Appeal for release of persons or property,Demand,1,30,0.03333333333333333,0.001692047377326565
Demand,Kill by physical assault,0,1152,0.0,0.0
Kill by physical assault,Demand,0,80,0.0,0.0
Demand,Demonstrate for leadership change,0,1152,0.0,0.0
Demonstrate for leadership change,Demand,0,27,0.0,0.0
Demand,Grant diplomatic recognition,0,1152,0.0,0.0
Grant diplomatic recognition,Demand,0,53,0.0,0.0
Demand,"Impose blockade, restrict movement",0,1152,0.0,0.0
"Impose blockade, restrict movement",Demand,0,18,0.0,0.0
Demand,Employ aerial weapons,0,1152,0.0,0.0
Employ aerial weapons,Demand,0,86,0.0,0.0
Demand,Cooperate militarily,0,1152,0.0,0.0
Cooperate militarily,Demand,0,96,0.0,0.0
Demand,"Accuse of crime, corruption",0,1152,0.0,0.0
"Accuse of crime, corruption",Demand,0,64,0.0,0.0
Demand,Engage in violent protest for rights,0,1152,0.0,0.0
Engage in violent protest for rights,Demand,0,1,0.0,0.0
Demand,Sexually assault,1,1152,0.0008680555555555555,0.0015822784810126582
Sexually assault,Demand,1,112,0.008928571428571428,0.0015822784810126582
Demand,Refuse to yield,0,1152,0.0,0.0
Refuse to yield,Demand,0,37,0.0,0.0
Demand,Provide military protection or peacekeeping,0,1152,0.0,0.0
Provide military protection or peacekeeping,Demand,0,23,0.0,0.0
Demand,Appeal for military protection or peacekeeping,0,1152,0.0,0.0
Appeal for military protection or peacekeeping,Demand,0,1,0.0,0.0
Demand,"Reject plan, agreement to settle dispute",0,1152,0.0,0.0
"Reject plan, agreement to settle dispute",Demand,0,55,0.0,0.0
Demand,Threaten to halt negotiations,0,1152,0.0,0.0
Threaten to halt negotiations,Demand,0,1,0.0,0.0
Demand,Express intent to institute political reform,0,1152,0.0,0.0
Express intent to institute political reform,Demand,0,1,0.0,0.0
Demand,Give ultimatum,0,1152,0.0,0.0
Give ultimatum,Demand,0,52,0.0,0.0
Demand,fight with artillery and tanks,1,1152,0.0008680555555555555,0.0016891891891891893
fight with artillery and tanks,Demand,1,32,0.03125,0.0016891891891891893
Demand,Appeal to engage in or accept mediation,2,1152,0.001736111111111111,0.0033755274261603376
Appeal to engage in or accept mediation,Demand,2,33,0.06060606060606061,0.0033755274261603376
Demand,Appeal for aid,0,1152,0.0,0.0
Appeal for aid,Demand,0,22,0.0,0.0
Demand,"Investigate crime, corruption",0,1152,0.0,0.0
"Investigate crime, corruption",Demand,0,28,0.0,0.0
Demand,"Threaten with political dissent, protest",0,1152,0.0,0.0
"Threaten with political dissent, protest",Demand,0,5,0.0,0.0
Demand,Appeal for easing of administrative sanctions,0,1152,0.0,0.0
Appeal for easing of administrative sanctions,Demand,0,13,0.0,0.0
Demand,Express intent to de-escalate military engagement,0,1152,0.0,0.0
Express intent to de-escalate military engagement,Demand,0,31,0.0,0.0
Demand,Appeal for judicial cooperation,0,1152,0.0,0.0
Appeal for judicial cooperation,Demand,0,23,0.0,0.0
Demand,Complain officially,0,1152,0.0,0.0
Complain officially,Demand,0,109,0.0,0.0
Demand,Accuse of war crimes,0,1152,0.0,0.0
Accuse of war crimes,Demand,0,7,0.0,0.0
Demand,Apologize,0,1152,0.0,0.0
Apologize,Demand,0,33,0.0,0.0
Demand,Express intent to mediate,1,1152,0.0008680555555555555,0.0017152658662092624
Express intent to mediate,Demand,1,14,0.07142857142857142,0.0017152658662092624
Demand,Decline comment,0,1152,0.0,0.0
Decline comment,Demand,0,22,0.0,0.0
Demand,Mediate,0,1152,0.0,0.0
Mediate,Demand,0,15,0.0,0.0
Demand,Appeal for military aid,1,1152,0.0008680555555555555,0.001697792869269949
Appeal for military aid,Demand,1,26,0.038461538461538464,0.001697792869269949
Demand,Assassinate,0,1152,0.0,0.0
Assassinate,Demand,0,44,0.0,0.0
Demand,Reject military cooperation,0,1152,0.0,0.0
Reject military cooperation,Demand,0,3,0.0,0.0
Demand,"Refuse to ease economic sanctions, boycott, or embargo",0,1152,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Demand,0,4,0.0,0.0
Demand,Torture,0,1152,0.0,0.0
Torture,Demand,0,30,0.0,0.0
Demand,Threaten to halt mediation,0,1152,0.0,0.0
Threaten to halt mediation,Demand,0,1,0.0,0.0
Demand,Reject judicial cooperation,0,1152,0.0,0.0
Reject judicial cooperation,Demand,0,1,0.0,0.0
Demand,Refuse to release persons or property,0,1152,0.0,0.0
Refuse to release persons or property,Demand,0,19,0.0,0.0
Demand,Seize or damage property,0,1152,0.0,0.0
Seize or damage property,Demand,0,8,0.0,0.0
Demand,Appeal for rights,0,1152,0.0,0.0
