,head,relation,tail,time
3150,China,Express intent to meet or negotiate,Japan,2005-06-28
3151,Japan,Express intent to cooperate,China,2012-02-20
3152,Vietnam,Praise or endorse,China,2010-08-25
3153,Iran,Sign formal agreement,Iraq,2012-01-04
3154,Sudan,Consult,Ethiopia,2013-10-30
3155,Lee Myung Bak,Consult,Islam Karimov,2008-02-25
3156,Police (Philippines),fight with small arms and light weapons,Men (Philippines),2008-01-05
3157,Citizen (Australia),Demand,Criminal (Australia),2008-07-07
3158,Romania,Sign formal agreement,Iraq,2009-05-11
3159,China,Consult,South Korea,2006-10-18
3160,Police (Australia),Make an appeal or request,Citizen (Australia),2006-06-24
3161,France,Consult,China,2009-02-04
3162,South Korea,Criticize or denounce,Japan,2008-05-19
3163,Ministry (Nigeria),Make an appeal or request,Government (Nigeria),2014-07-16
3164,China,Express intent to cooperate,France,2009-04-02
3165,France,Sign formal agreement,United Arab Emirates,2008-01-17
3166,Citizen (Nigeria),Accuse,Government (Nigeria),2014-11-10
3167,China,Consult,South Korea,2012-03-04
3168,Military Personnel (Philippines),Make statement,Military (Philippines),2005-11-24
3169,Lee Myung Bak,Engage in negotiation,Islam Karimov,2009-05-11
3170,Iran,Make a visit,Iraq,2008-04-10
3171,Xi Jinping,Make statement,China,2010-03-29
3172,Ishaq Dar,Consult,Chaudhry Nisar Ali Khan,2012-02-24
3173,Barack Obama,Consult,Benjamin Netanyahu,2008-12-04
3174,Thailand,Express intent to cooperate,Malaysia,2008-04-25
3175,Benjamin Netanyahu,Consult,Barack Obama,2012-02-26
3176,Japan,Engage in diplomatic cooperation,South Korea,2010-05-30
3177,China,Express intent to meet or negotiate,Japan,2007-02-12
3178,Muhammadu Buhari,Praise or endorse,Citizen (Nigeria),2015-05-27
3179,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2011-11-01
3180,Julia Gillard,Demand,Citizen (Australia),2010-03-29
3181,Colombia,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2011-05-31
3182,Mexico,Consult,China,2005-07-07
3183,China,Express intent to cooperate,South Korea,2012-05-16
3184,Wen Jiabao,Express intent to meet or negotiate,Lee Myung Bak,2009-10-09
3185,Citizen (Nigeria),Make an appeal or request,Muslim (Nigeria),2015-01-03
3186,Ministry (Nigeria),Make statement,Government (Nigeria),2008-07-21
3187,Angela Merkel,Express intent to meet or negotiate,Barack Obama,2015-02-02
3188,Association of Southeast Asian Nations,Engage in diplomatic cooperation,Japan,2007-11-22
3189,Vietnam,Express intent to cooperate,Malaysia,2006-08-28
3190,Ruling Party (Yemen),Make statement,Ali Abdullah Saleh,2011-05-05
3191,Barack Obama,Make an appeal or request,Benjamin Netanyahu,2015-06-16
3192,Emperor Akihito,Express intent to meet or negotiate,Japan,2014-12-16
3193,Mahmoud Abbas,Consult,Foreign Affairs (France),2011-06-18
3194,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2013-12-02
3195,Member of Parliament (Australia),Accuse,Citizen (Australia),2012-10-20
3196,Evo Morales,Reject,Bolivia,2007-03-08
3197,Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2008-12-05
3198,Foreign Affairs (Israel),Consult,Foreign Affairs (Slovakia),2009-03-03
3199,Japan,Express intent to cooperate,Laos,2007-05-14
3200,Media Personnel (Iran),Make statement,Iran,2012-10-15
3201,South Korea,Express intent to meet or negotiate,Japan,2014-09-04
3202,Barack Obama,Consult,Benjamin Netanyahu,2015-07-14
3203,China,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2010-07-30
3204,Laos,Express intent to cooperate,Vietnam,2009-10-02
3205,South Korea,Express intent to meet or negotiate,Japan,2014-05-12
3206,Barack Obama,Make statement,Mahmoud Abbas,2009-10-23
3207,Citizen (Tanzania),Make an appeal or request,Jakaya Mrisho Kikwete,2005-09-30
3208,South Korea,"Declare truce, ceasefire",China,2007-01-14
3209,Cambodia,Express intent to cooperate,Thailand,2005-07-05
3210,Citizen (Nigeria),Accuse,Government (Nigeria),2014-07-28
3211,South Korea,Consult,China,2011-05-13
3212,Iraq,Host a visit,Iran,2012-05-23
3213,Vietnam,Express intent to cooperate,China,2007-12-03
3214,Sondhi Limthongkul,Make statement,Military Personnel (Thailand),2005-11-18
3215,China,Consult,South Africa,2014-06-03
3216,Iraqi Islamic Party,Make statement,Member of Parliament (Iraq),2006-08-27
3217,Foreign Affairs (Romania),Express intent to meet or negotiate,Legislature (Romania),2006-08-29
3218,Cambodia,Sign formal agreement,Vietnam,2007-09-10
3219,Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-07-04
3220,Iran,Praise or endorse,Iraq,2009-07-30
3221,Ethiopia,Make statement,African Union,2013-05-10
3222,Japan,Express intent to meet or negotiate,China,2013-11-22
3223,Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,China,2012-05-07
3224,Citizen (Thailand),Accuse,Party Member (Thailand),2010-06-29
3225,Men (South Africa),Make an appeal or request,Police (South Africa),2012-02-14
3226,Sudan,Consult,UN Security Council,2005-03-14
3227,Japan,Criticize or denounce,China,2009-11-19
3228,Police (Israel),Make statement,Israeli Defense Forces,2008-12-22
3229,Citizen (Nigeria),Accuse,Government (Nigeria),2013-10-18
3230,China,Host a visit,South Korea,2005-09-13
3231,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2009-10-26
3232,Mahmoud Abbas,Consult,Omar Suleiman,2005-12-22
3233,South Africa,Consult,Angola,2007-07-24
3234,Media Personnel (China),Make statement,China,2008-07-08
3235,Ramtane Lamamra,Consult,African Union,2014-04-20
3236,Laos,Consult,Vietnam,2010-06-17
3237,Thailand,Host a visit,Vietnam,2011-03-31
3238,Moro Islamic Liberation Front,Use conventional military force,Military (Philippines),2006-07-21
3239,Police (Sudan),Physically assault,Citizen (Sudan),2007-01-24
3240,Citizen (Nigeria),Express intent to engage in diplomatic cooperation (such as policy support),Government (Nigeria),2014-05-13
3241,South Korea,Express intent to engage in diplomatic cooperation (such as policy support),China,2011-05-22
3242,Japan,Express intent to cooperate,South Korea,2015-09-13
3243,Haider Al-Abadi,Praise or endorse,Iran,2015-02-16
3244,China,"Reject proposal to meet, discuss, or negotiate",Japan,2006-09-27
3245,Yasuo Fukuda,Make statement,Wen Jiabao,2007-09-28
3246,UN Security Council,Make a visit,Iran,2005-02-03
3247,Iran,Consult,Oman,2015-01-09
3248,Ma Ying Jeou,Make statement,China,2010-07-01
3249,Court Judge (United Kingdom),Make statement,Lawyer/Attorney (United Kingdom),2008-02-18
3250,Laos,Consult,China,2015-11-12
3251,Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2005-08-29
3252,National Lawyers Guild,Consult,Vietnam,2009-06-17
3253,China,Sign formal agreement,Association of Southeast Asian Nations,2009-08-15
3254,Police (Uganda),fight with small arms and light weapons,Citizen (Uganda),2011-12-05
3255,France,Consult,Philip Hammond,2014-12-16
3256,China,Engage in negotiation,Japan,2006-12-18
3257,Niger,Consult,Mauritania,2005-07-12
3258,Japan,Express intent to meet or negotiate,South Korea,2015-06-02
3259,Vietnam,Express intent to cooperate,China,2005-11-03
3260,Dimeji Bankole,Consult,Member of Legislative (Govt) (Nigeria),2008-01-17
3261,China,Host a visit,Japan,2005-03-20
3262,Japan,Praise or endorse,UN Security Council,2008-03-04
3263,South Korea,Consult,Japan,2014-03-21
3264,Barack Obama,Make an appeal or request,Benjamin Netanyahu,2009-08-18
3265,China,Make an appeal or request,South Korea,2013-04-24
3266,South Korea,Criticize or denounce,Japan,2012-08-17
3267,Grand National Party,Consult,Democratic Party,2009-12-23
3268,South Korea,Express intent to meet or negotiate,Japan,2005-03-04
3269,South Sudan,Criticize or denounce,Sudan,2012-04-14
3270,Military Personnel (Philippines),Make statement,Police (Philippines),2008-12-31
3271,South Korea,Consult,China,2006-01-05
3272,Citizen (Australia),Ease administrative sanctions,Police (Australia),2006-03-09
3273,Iran,Sign formal agreement,Malaysia,2007-01-09
3274,Bala Abdulkadir Mohammed,Make an appeal or request,Citizen (Nigeria),2010-06-18
3275,Lawyer/Attorney (Australia),Consult,Philip Ruddock,2015-06-29
3276,China,Express intent to meet or negotiate,South Korea,2008-06-01
3277,Military Personnel (Philippines),Make statement,Military (Philippines),2015-09-30
3278,Kuomintang,Consult,Ma Ying Jeou,2013-02-22
3279,Men (South Africa),Make an appeal or request,Police (South Africa),2007-04-11
3280,Police (Philippines),Make statement,Employee (Philippines),2008-11-04
3281,Xi Jinping,Consult,Barack Obama,2014-06-06
3282,Cabinet / Council of Ministers / Advisors (United States),Consult,Benjamin Netanyahu,2010-09-14
3283,Armed Rebel (Yemen),Use unconventional violence,Combatant (Yemen),2014-10-18
3284,Abdel Fattah Al-Sisi,Consult,Ministry (Egypt),2015-04-22
3285,Mahmoud Abbas,Make a visit,Tony Blair,2006-12-19
3286,South Korea,Reject,Japan,2013-01-04
3287,China,Make statement,Association of Southeast Asian Nations,2008-10-24
3288,Police (Philippines),Make statement,Military (Philippines),2007-11-29
3289,Xi Jinping,Make a visit,France,2015-06-29
3290,Thailand,Sign formal agreement,Laos,2007-03-26
3291,Laos,Consult,Thailand,2011-03-25
3292,Police (Australia),Demand,Citizen (Australia),2011-09-02
3293,Guatemala,Express intent to meet or negotiate,Mexico,2014-06-19
3294,Iran,Sign formal agreement,France,2015-04-08
3295,Police (Australia),Demand,Citizen (Australia),2011-12-26
3296,Islam Karimov,Consult,Eurasian Economic Community,2006-06-22
3297,Wen Jiabao,Express intent to meet or negotiate,Mahmoud Abbas,2005-05-15
3298,Mahmoud Abbas,Praise or endorse,Barack Obama,2012-11-07
3299,Businessperson (Canada),Make statement,Business (Canada),2005-03-29
3300,Japan,Reject,China,2010-12-03
3301,China,Express intent to cooperate,Japan,2007-10-30
3302,East Turkistan Islamic Movement,Threaten with military force,China,2014-05-19
3303,Police (Uganda),fight with small arms and light weapons,Citizen (Uganda),2007-08-10
3304,Tony Blair,Express intent to meet or negotiate,Mahmoud Abbas,2006-12-12
3305,Iran,Consult,Islamic Preacher (Iran),2011-03-15
3306,Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2011-12-27
3307,Citizen (Thailand),Criticize or denounce,Abhisit Vejjajiva,2010-03-09
3308,Mahmoud Ahmadinejad,Make statement,Iran,2008-01-30
3309,Police (Philippines),fight with small arms and light weapons,Men (Philippines),2015-11-18
3310,China,Express intent to settle dispute,France,2006-06-05
3311,Yasuo Fukuda,Express intent to engage in diplomatic cooperation (such as policy support),Roh Moo Hyun,2007-11-21
3312,National Resistance Movement,Make an appeal or request,Citizen (Uganda),2015-10-31
3313,South Korea,Consult,Japan,2015-11-10
3314,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2007-05-12
3315,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2012-09-10
3316,South Korea,Make a visit,China,2010-01-28
3317,Japan,Criticize or denounce,China,2006-10-24
3318,China,Make an appeal or request,Japan,2014-02-28
3319,Mahmoud Abbas,Make statement,"Government (Palestinian Territory, Occupied)",2006-09-22
3320,Angela Merkel,Consult,Dmitry Anatolyevich Medvedev,2010-07-15
3321,Barack Obama,Sign formal agreement,Iran,2015-07-16
3322,City Mayor (Australia),Consult,David Crisafulli,2014-03-27
3323,Police (Australia),Make optimistic comment,Citizen (Australia),2008-05-27
3324,Jakaya Mrisho Kikwete,Make statement,Tanzania,2013-09-20
3325,Legislature (Romania),Consult,Senate (Romania),2012-08-27
3326,Thailand,Express intent to engage in diplomatic cooperation (such as policy support),China,2009-10-27
3327,Mallam Isa Yuguda,Accuse,Citizen (Nigeria),2011-08-22
3328,Police (South Africa),fight with small arms and light weapons,Men (South Africa),2011-06-03
3329,Yoshihiko Noda,Express intent to meet or negotiate,Japan,2011-12-20
3330,Thailand,Consult,China,2005-07-05
3331,Benjamin Netanyahu,Make statement,Iran,2009-09-24
3332,Mahmoud Abbas,Consult,Head of Government (Egypt),2008-04-28
3333,Citizen (Nigeria),Praise or endorse,Head of Government (Nigeria),2010-04-23
3334,Media Personnel (Australia),Make statement,City Mayor (Australia),2010-06-18
3335,Japan,Make optimistic comment,China,2005-04-21
3336,South Korea,Express intent to cooperate economically,Japan,2014-03-12
3337,France,Engage in negotiation,Iran,2015-07-09
3338,Barack Obama,Make an appeal or request,China,2009-04-07
3339,China,Halt negotiations,Association of Southeast Asian Nations,2009-04-16
3340,South Korea,Consult,China,2007-09-27
3341,Japan,Engage in negotiation,South Korea,2006-10-05
3342,Thailand,Consult,Vietnam,2005-11-03
3343,Ministry (Brazil),Make an appeal or request,Citizen (Brazil),2011-01-08
3344,Barack Obama,Consult,Mahmoud Abbas,2012-03-20
3345,Member of Parliament (Australia),Make statement,People Associated with the Opposition (Australia),2010-10-13
3346,Military Personnel (Philippines),Make statement,Military (Philippines),2009-06-19
3347,Mahmoud Ahmadinejad,Make statement,Iran,2007-02-19
3348,Benjamin Netanyahu,Consult,Barack Obama,2015-09-02
3349,Japan,Make optimistic comment,China,2006-10-10
3350,Angela Merkel,Consult,Benjamin Netanyahu,2011-05-13
3351,South Korea,Engage in negotiation,Japan,2008-12-10
3352,Vietnam,Engage in diplomatic cooperation,China,2011-04-14
3353,South Africa,Engage in diplomatic cooperation,China,2006-10-09
3354,Police (Australia),Accuse,Citizen (Australia),2009-05-14
3355,Citizen (Nigeria),Demand,Government (Nigeria),2011-11-19
3356,Tony Blair,Consult,Mahmoud Abbas,2010-10-22
3357,China,Engage in diplomatic cooperation,Vietnam,2006-06-27
3358,Police (Philippines),Make statement,Military Personnel (Philippines),2014-08-02
3359,Police (Australia),fight with small arms and light weapons,Citizen (Australia),2013-08-26
3360,Presidential Candidate (Argentina),Make statement,Cristina Fernández de Kirchner,2015-03-01
3361,France,Make statement,Iran,2015-05-04
3362,Israeli Defense Forces,Consult,Shimon Peres,2011-08-17
3363,South Korea,Engage in negotiation,Japan,2008-02-04
3364,Ministry (Brazil),Criticize or denounce,Citizen (Brazil),2008-07-02
3365,Okada Katsuya,Consult,Cabinet / Council of Ministers / Advisors (United States),2010-03-06
3366,Media Personnel (Australia),Make statement,Police (Australia),2007-03-10
3367,Iran,Host a visit,China,2005-12-16
3368,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2011-10-26
3369,Member of Parliament (India),Make an appeal or request,Abdul Kalam,2006-07-24
3370,France,Make optimistic comment,China,2015-03-27
3371,Barack Obama,Consult,Middle East,2009-01-21
3372,Citizen (United Kingdom),Criticize or denounce,Court Judge (United Kingdom),2009-05-02
3373,Citizen (Zambia),Criticize or denounce,Michael Sata,2014-09-24
3374,Police (Australia),Engage in symbolic act,Citizen (Australia),2013-03-29
3375,Iraq,Host a visit,Iran,2012-05-19
3376,Barack Obama,Discuss by telephone,Lee Myung Bak,2013-02-14
3377,Police (Australia),Accuse,Citizen (Australia),2006-03-11
3378,Tanzania,Praise or endorse,China,2013-03-19
3379,Lee Myung Bak,Consult,Dmitry Anatolyevich Medvedev,2008-09-28
3380,Colombia,Criticize or denounce,Evo Morales,2008-06-30
3381,Vietnam,Make a visit,Laos,2009-09-04
3382,Lawyer/Attorney (Malaysia),Make statement,Police (Malaysia),2008-08-08
3383,Japan,Consult,South Korea,2005-10-06
3384,South Korea,Make statement,Japan,2011-08-08
3385,China,Host a visit,Vietnam,2005-07-26
3386,City Mayor (Iraq),Make statement,Iraq,2014-02-22
3387,Citizen (Nigeria),Make an appeal or request,Other Authorities / Officials (Nigeria),2015-04-07
3388,China,Engage in negotiation,Envoy (United States),2010-02-25
3389,Citizen (Thailand),fight with small arms and light weapons,Insurgent (Thailand),2005-10-29
3390,Government (Sudan),Accuse,Citizen (Sudan),2005-02-03
3391,Lawyer/Attorney (Uganda),Accuse,Citizen (Uganda),2006-08-11
3392,Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Iran,2012-07-16
3393,Media Personnel (China),Make statement,China,2006-09-15
3394,Mahmoud Abbas,Consult,Nasser Judeh,2012-03-07
3395,Evo Morales,Make statement,Bolivia,2006-09-11
3396,Citizen (Nigeria),Make an appeal or request,Oluṣẹgun Ọbasanjọ,2006-04-26
3397,Barack Obama,Host a visit,China,2009-08-07
3398,France,Express intent to cooperate,Iran,2015-07-05
3399,Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2013-06-20
3400,Campbell Newman,Make statement,Liberal National Party,2009-08-05
3401,Media Personnel (Iran),Make statement,Iran,2011-08-25
3402,Police (Australia),Make optimistic comment,Citizen (Australia),2010-08-05
3403,Foreign Affairs (Israel),Consult,Foreign Affairs (South Africa),2012-12-07
3404,Tsai Ing-wen,Consult,Ma Ying Jeou,2008-11-12
3405,Japan,Make a visit,South Korea,2008-02-12
3406,France,Consult,Japan,2009-04-03
3407,Yemen,Engage in diplomatic cooperation,Djibouti,2010-05-09
3408,Japan,Consult,China,2009-04-27
3409,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2012-11-23
3410,Malaysia,Sign formal agreement,Japan,2006-08-02
3411,Georgios Papandreou,Make statement,Head of Government (Greece),2011-11-02
