relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Grant diplomatic recognition,Cooperate economically,1,53,0.018867924528301886,0.011764705882352941
Cooperate economically,Grant diplomatic recognition,1,117,0.008547008547008548,0.011764705882352941
Grant diplomatic recognition,Express intent to provide economic aid,0,53,0.0,0.0
Express intent to provide economic aid,Grant diplomatic recognition,0,70,0.0,0.0
Grant diplomatic recognition,Consider policy option,2,53,0.03773584905660377,0.02097902097902098
Consider policy option,Grant diplomatic recognition,1,90,0.011111111111111112,0.02097902097902098
Grant diplomatic recognition,Mobilize or increase police power,0,53,0.0,0.0
Mobilize or increase police power,Grant diplomatic recognition,0,25,0.0,0.0
Grant diplomatic recognition,Demonstrate for leadership change,0,53,0.0,0.0
Demonstrate for leadership change,Grant diplomatic recognition,0,27,0.0,0.0
Grant diplomatic recognition,Sexually assault,0,53,0.0,0.0
Sexually assault,Grant diplomatic recognition,0,112,0.0,0.0
Grant diplomatic recognition,Conduct strike or boycott,0,53,0.0,0.0
Conduct strike or boycott,Grant diplomatic recognition,0,32,0.0,0.0
Grant diplomatic recognition,Demonstrate military or police power,2,53,0.03773584905660377,0.060240963855421686
Demonstrate military or police power,Grant diplomatic recognition,3,30,0.1,0.060240963855421686
Grant diplomatic recognition,Provide military aid,2,53,0.03773584905660377,0.028368794326241134
Provide military aid,Grant diplomatic recognition,2,88,0.022727272727272728,0.028368794326241134
Grant diplomatic recognition,"Reject plan, agreement to settle dispute",3,53,0.05660377358490566,0.06481481481481481
"Reject plan, agreement to settle dispute",Grant diplomatic recognition,4,55,0.07272727272727272,0.06481481481481481
Grant diplomatic recognition,"Impose embargo, boycott, or sanctions",0,53,0.0,0.0
"Impose embargo, boycott, or sanctions",Grant diplomatic recognition,0,98,0.0,0.0
Grant diplomatic recognition,Yield,0,53,0.0,0.0
Yield,Grant diplomatic recognition,0,93,0.0,0.0
Grant diplomatic recognition,"Obstruct passage, block",0,53,0.0,0.0
"Obstruct passage, block",Grant diplomatic recognition,0,58,0.0,0.0
Grant diplomatic recognition,Mediate,0,53,0.0,0.0
Mediate,Grant diplomatic recognition,0,15,0.0,0.0
Grant diplomatic recognition,Apologize,0,53,0.0,0.0
Apologize,Grant diplomatic recognition,0,33,0.0,0.0
Grant diplomatic recognition,Express intent to release persons or property,0,53,0.0,0.0
Express intent to release persons or property,Grant diplomatic recognition,0,61,0.0,0.0
Grant diplomatic recognition,Express intent to de-escalate military engagement,0,53,0.0,0.0
Express intent to de-escalate military engagement,Grant diplomatic recognition,0,31,0.0,0.0
Grant diplomatic recognition,Accede to demands for rights,0,53,0.0,0.0
Accede to demands for rights,Grant diplomatic recognition,0,6,0.0,0.0
Grant diplomatic recognition,Demand economic aid,0,53,0.0,0.0
Demand economic aid,Grant diplomatic recognition,0,10,0.0,0.0
Grant diplomatic recognition,Impose state of emergency or martial law,0,53,0.0,0.0
Impose state of emergency or martial law,Grant diplomatic recognition,0,12,0.0,0.0
Grant diplomatic recognition,Receive deployment of peacekeepers,0,53,0.0,0.0
Receive deployment of peacekeepers,Grant diplomatic recognition,0,28,0.0,0.0
Grant diplomatic recognition,"Declare truce, ceasefire",0,53,0.0,0.0
"Declare truce, ceasefire",Grant diplomatic recognition,0,23,0.0,0.0
Grant diplomatic recognition,Reduce or stop humanitarian assistance,0,53,0.0,0.0
Reduce or stop humanitarian assistance,Grant diplomatic recognition,0,4,0.0,0.0
Grant diplomatic recognition,Appeal to others to settle dispute,0,53,0.0,0.0
Appeal to others to settle dispute,Grant diplomatic recognition,0,12,0.0,0.0
Grant diplomatic recognition,Reject request for military aid,0,53,0.0,0.0
Reject request for military aid,Grant diplomatic recognition,0,1,0.0,0.0
Grant diplomatic recognition,"Threaten with political dissent, protest",0,53,0.0,0.0
"Threaten with political dissent, protest",Grant diplomatic recognition,0,5,0.0,0.0
Grant diplomatic recognition,"Express intent to ease economic sanctions, boycott, or embargo",0,53,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Grant diplomatic recognition,0,18,0.0,0.0
Grant diplomatic recognition,Coerce,0,53,0.0,0.0
Coerce,Grant diplomatic recognition,0,95,0.0,0.0
Grant diplomatic recognition,Express intent to cooperate on intelligence,0,53,0.0,0.0
Express intent to cooperate on intelligence,Grant diplomatic recognition,0,8,0.0,0.0
Grant diplomatic recognition,Express intent to settle dispute,4,53,0.07547169811320754,0.07476635514018691
Express intent to settle dispute,Grant diplomatic recognition,4,54,0.07407407407407407,0.07476635514018691
Grant diplomatic recognition,Express accord,0,53,0.0,0.0
Express accord,Grant diplomatic recognition,0,79,0.0,0.0
Grant diplomatic recognition,Rally support on behalf of,2,53,0.03773584905660377,0.020134228187919462
Rally support on behalf of,Grant diplomatic recognition,1,96,0.010416666666666666,0.020134228187919462
Grant diplomatic recognition,Halt negotiations,0,53,0.0,0.0
Halt negotiations,Grant diplomatic recognition,0,27,0.0,0.0
Grant diplomatic recognition,Appeal for military aid,0,53,0.0,0.0
Appeal for military aid,Grant diplomatic recognition,0,26,0.0,0.0
Grant diplomatic recognition,Acknowledge or claim responsibility,0,53,0.0,0.0
Acknowledge or claim responsibility,Grant diplomatic recognition,0,62,0.0,0.0
Grant diplomatic recognition,Appeal to others to meet or negotiate,0,53,0.0,0.0
Appeal to others to meet or negotiate,Grant diplomatic recognition,0,28,0.0,0.0
Grant diplomatic recognition,Express intent to provide military protection or peacekeeping,0,53,0.0,0.0
Express intent to provide military protection or peacekeeping,Grant diplomatic recognition,0,6,0.0,0.0
Grant diplomatic recognition,Assassinate,0,53,0.0,0.0
Assassinate,Grant diplomatic recognition,0,44,0.0,0.0
Grant diplomatic recognition,Rally opposition against,0,53,0.0,0.0
Rally opposition against,Grant diplomatic recognition,0,68,0.0,0.0
Grant diplomatic recognition,"Threaten with sanctions, boycott, embargo",0,53,0.0,0.0
"Threaten with sanctions, boycott, embargo",Grant diplomatic recognition,0,6,0.0,0.0
Grant diplomatic recognition,Demand change in leadership,0,53,0.0,0.0
Demand change in leadership,Grant diplomatic recognition,0,64,0.0,0.0
Grant diplomatic recognition,Appeal for economic aid,0,53,0.0,0.0
Appeal for economic aid,Grant diplomatic recognition,0,23,0.0,0.0
Grant diplomatic recognition,Refuse to de-escalate military engagement,0,53,0.0,0.0
Refuse to de-escalate military engagement,Grant diplomatic recognition,0,4,0.0,0.0
Grant diplomatic recognition,Express intent to provide military aid,0,53,0.0,0.0
Express intent to provide military aid,Grant diplomatic recognition,0,92,0.0,0.0
Grant diplomatic recognition,Refuse to release persons or property,0,53,0.0,0.0
Refuse to release persons or property,Grant diplomatic recognition,0,19,0.0,0.0
Grant diplomatic recognition,Increase police alert status,0,53,0.0,0.0
Increase police alert status,Grant diplomatic recognition,0,25,0.0,0.0
Grant diplomatic recognition,Ease military blockade,0,53,0.0,0.0
Ease military blockade,Grant diplomatic recognition,0,3,0.0,0.0
Grant diplomatic recognition,"Ease economic sanctions, boycott, embargo",0,53,0.0,0.0
"Ease economic sanctions, boycott, embargo",Grant diplomatic recognition,0,21,0.0,0.0
Grant diplomatic recognition,Appeal for material cooperation,0,53,0.0,0.0
Appeal for material cooperation,Grant diplomatic recognition,0,10,0.0,0.0
Grant diplomatic recognition,Appeal for economic cooperation,0,53,0.0,0.0
Appeal for economic cooperation,Grant diplomatic recognition,0,15,0.0,0.0
Grant diplomatic recognition,Threaten with military force,0,53,0.0,0.0
Threaten with military force,Grant diplomatic recognition,0,91,0.0,0.0
Grant diplomatic recognition,Demand settling of dispute,0,53,0.0,0.0
Demand settling of dispute,Grant diplomatic recognition,0,5,0.0,0.0
Grant diplomatic recognition,"Accuse of crime, corruption",0,53,0.0,0.0
"Accuse of crime, corruption",Grant diplomatic recognition,0,64,0.0,0.0
Grant diplomatic recognition,Give ultimatum,0,53,0.0,0.0
Give ultimatum,Grant diplomatic recognition,0,52,0.0,0.0
Grant diplomatic recognition,Defend verbally,0,53,0.0,0.0
Defend verbally,Grant diplomatic recognition,0,25,0.0,0.0
Grant diplomatic recognition,Provide military protection or peacekeeping,0,53,0.0,0.0
Provide military protection or peacekeeping,Grant diplomatic recognition,0,23,0.0,0.0
Grant diplomatic recognition,"Accuse of espionage, treason",0,53,0.0,0.0
"Accuse of espionage, treason",Grant diplomatic recognition,0,14,0.0,0.0
Grant diplomatic recognition,Accede to requests or demands for political reform,0,53,0.0,0.0
Accede to requests or demands for political reform,Grant diplomatic recognition,0,2,0.0,0.0
Grant diplomatic recognition,Employ aerial weapons,0,53,0.0,0.0
Employ aerial weapons,Grant diplomatic recognition,0,86,0.0,0.0
Grant diplomatic recognition,"Appeal for easing of economic sanctions, boycott, or embargo",0,53,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Grant diplomatic recognition,0,1,0.0,0.0
Grant diplomatic recognition,Accuse of human rights abuses,0,53,0.0,0.0
Accuse of human rights abuses,Grant diplomatic recognition,0,39,0.0,0.0
Grant diplomatic recognition,Appeal to yield,0,53,0.0,0.0
Appeal to yield,Grant diplomatic recognition,0,7,0.0,0.0
Grant diplomatic recognition,"Return, release property",0,53,0.0,0.0
"Return, release property",Grant diplomatic recognition,0,10,0.0,0.0
Grant diplomatic recognition,fight with artillery and tanks,0,53,0.0,0.0
fight with artillery and tanks,Grant diplomatic recognition,0,32,0.0,0.0
Grant diplomatic recognition,Demand military aid,0,53,0.0,0.0
Demand military aid,Grant diplomatic recognition,0,2,0.0,0.0
Grant diplomatic recognition,Threaten to reduce or stop aid,0,53,0.0,0.0
Threaten to reduce or stop aid,Grant diplomatic recognition,0,4,0.0,0.0
Grant diplomatic recognition,Share intelligence or information,0,53,0.0,0.0
Share intelligence or information,Grant diplomatic recognition,0,38,0.0,0.0
Grant diplomatic recognition,Demand release of persons or property,0,53,0.0,0.0
Demand release of persons or property,Grant diplomatic recognition,0,5,0.0,0.0
Grant diplomatic recognition,Decline comment,0,53,0.0,0.0
Decline comment,Grant diplomatic recognition,0,22,0.0,0.0
Grant diplomatic recognition,Forgive,0,53,0.0,0.0
Forgive,Grant diplomatic recognition,0,3,0.0,0.0
Grant diplomatic recognition,Accede to demands for change in leadership,0,53,0.0,0.0
Accede to demands for change in leadership,Grant diplomatic recognition,0,29,0.0,0.0
Grant diplomatic recognition,"Demand change in institutions, regime",0,53,0.0,0.0
"Demand change in institutions, regime",Grant diplomatic recognition,0,8,0.0,0.0
Grant diplomatic recognition,Appeal for easing of administrative sanctions,1,53,0.018867924528301886,0.030303030303030304
Appeal for easing of administrative sanctions,Grant diplomatic recognition,1,13,0.07692307692307693,0.030303030303030304
Grant diplomatic recognition,Appeal for aid,0,53,0.0,0.0
Appeal for aid,Grant diplomatic recognition,0,22,0.0,0.0
Grant diplomatic recognition,Appeal for rights,0,53,0.0,0.0
Appeal for rights,Grant diplomatic recognition,0,9,0.0,0.0
Grant diplomatic recognition,Appeal to engage in or accept mediation,0,53,0.0,0.0
Appeal to engage in or accept mediation,Grant diplomatic recognition,0,33,0.0,0.0
Grant diplomatic recognition,"Impose blockade, restrict movement",0,53,0.0,0.0
"Impose blockade, restrict movement",Grant diplomatic recognition,0,18,0.0,0.0
Grant diplomatic recognition,Engage in violent protest for rights,0,53,0.0,0.0
