relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Criticize or denounce,Express intent to engage in diplomatic cooperation (such as policy support),78,11018,0.007079324741332365,0.0083071516055168
Express intent to engage in diplomatic cooperation (such as policy support),Confiscate property,0,7761,0.0,0.0
Confiscate property,Express intent to engage in diplomatic cooperation (such as policy support),0,1082,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Use conventional military force,21,7761,0.002705836876691148,0.0027318850006504487
Use conventional military force,Express intent to engage in diplomatic cooperation (such as policy support),21,7613,0.0027584395113621437,0.0027318850006504487
Express intent to engage in diplomatic cooperation (such as policy support),"Arrest, detain, or charge with legal action",22,7761,0.002834686251771679,0.0017328292375551355
"Arrest, detain, or charge with legal action",Express intent to engage in diplomatic cooperation (such as policy support),22,17631,0.0012478021666383074,0.0017328292375551355
Express intent to engage in diplomatic cooperation (such as policy support),Make an appeal or request,161,7761,0.02074474938796547,0.011075187452706886
Make an appeal or request,Express intent to engage in diplomatic cooperation (such as policy support),161,21313,0.007554074977713133,0.011075187452706886
Express intent to engage in diplomatic cooperation (such as policy support),Provide military aid,11,7761,0.0014173431258858395,0.002704363859864782
Provide military aid,Express intent to engage in diplomatic cooperation (such as policy support),11,374,0.029411764705882353,0.002704363859864782
Express intent to engage in diplomatic cooperation (such as policy support),Cooperate economically,29,7761,0.003736631877335395,0.006785212915301825
Cooperate economically,Express intent to engage in diplomatic cooperation (such as policy support),29,787,0.036848792884371026,0.006785212915301825
Express intent to engage in diplomatic cooperation (such as policy support),Use tactics of violent repression,0,7761,0.0,0.0
Use tactics of violent repression,Express intent to engage in diplomatic cooperation (such as policy support),0,653,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Demand,47,7761,0.0060559206287849505,0.0069727765002596245
Demand,Express intent to engage in diplomatic cooperation (such as policy support),47,5720,0.008216783216783216,0.0069727765002596245
Express intent to engage in diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",0,7761,0.0,0.0
"Threaten with sanctions, boycott, embargo",Express intent to engage in diplomatic cooperation (such as policy support),0,68,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Make empathetic comment,9,7761,0.0011596443757247777,0.002030915040054158
Make empathetic comment,Express intent to engage in diplomatic cooperation (such as policy support),9,1102,0.008166969147005444,0.002030915040054158
Express intent to engage in diplomatic cooperation (such as policy support),Discuss by telephone,55,7761,0.0070867156294291975,0.010157909317573183
Discuss by telephone,Express intent to engage in diplomatic cooperation (such as policy support),55,3068,0.017926988265971316,0.010157909317573183
Express intent to engage in diplomatic cooperation (such as policy support),Host a visit,161,7761,0.02074474938796547,0.011816947410914162
Host a visit,Express intent to engage in diplomatic cooperation (such as policy support),161,19488,0.008261494252873564,0.011816947410914162
Express intent to engage in diplomatic cooperation (such as policy support),Sexually assault,0,7761,0.0,0.0
Sexually assault,Express intent to engage in diplomatic cooperation (such as policy support),0,368,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Employ aerial weapons,2,7761,0.00025769875016106174,0.0004988775255674732
Employ aerial weapons,Express intent to engage in diplomatic cooperation (such as policy support),2,257,0.007782101167315175,0.0004988775255674732
Express intent to engage in diplomatic cooperation (such as policy support),Use unconventional violence,5,7761,0.0006442468754026543,0.0006632179334129195
Use unconventional violence,Express intent to engage in diplomatic cooperation (such as policy support),5,7317,0.0006833401667350006,0.0006632179334129195
Express intent to engage in diplomatic cooperation (such as policy support),Deny responsibility,4,7761,0.0005153975003221235,0.0009075439591605219
Deny responsibility,Express intent to engage in diplomatic cooperation (such as policy support),4,1054,0.003795066413662239,0.0009075439591605219
Express intent to engage in diplomatic cooperation (such as policy support),"Reject proposal to meet, discuss, or negotiate",9,7761,0.0011596443757247777,0.0021863233329284587
"Reject proposal to meet, discuss, or negotiate",Express intent to engage in diplomatic cooperation (such as policy support),9,472,0.019067796610169493,0.0021863233329284587
Express intent to engage in diplomatic cooperation (such as policy support),fight with small arms and light weapons,2,7761,0.00025769875016106174,0.0003325850170449821
fight with small arms and light weapons,Express intent to engage in diplomatic cooperation (such as policy support),2,4266,0.00046882325363338024,0.0003325850170449821
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for change in policy,1,7761,0.00012884937508053087,0.00025660764690787786
Accede to demands for change in policy,Express intent to engage in diplomatic cooperation (such as policy support),1,33,0.030303030303030304,0.00025660764690787786
Express intent to engage in diplomatic cooperation (such as policy support),Physically assault,1,7761,0.00012884937508053087,0.00023285597857724996
Physically assault,Express intent to engage in diplomatic cooperation (such as policy support),1,828,0.0012077294685990338,0.00023285597857724996
Express intent to engage in diplomatic cooperation (such as policy support),"Defy norms, law",0,7761,0.0,0.0
"Defy norms, law",Express intent to engage in diplomatic cooperation (such as policy support),0,344,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Impose restrictions on political freedoms,0,7761,0.0,0.0
Impose restrictions on political freedoms,Express intent to engage in diplomatic cooperation (such as policy support),0,231,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for diplomatic cooperation (such as policy support),17,7761,0.0021904393763690247,0.0036465036465036463
Appeal for diplomatic cooperation (such as policy support),Express intent to engage in diplomatic cooperation (such as policy support),17,1563,0.010876519513755598,0.0036465036465036463
Express intent to engage in diplomatic cooperation (such as policy support),Express accord,8,7761,0.001030795000644247,0.0019782393669634025
Express accord,Express intent to engage in diplomatic cooperation (such as policy support),8,327,0.024464831804281346,0.0019782393669634025
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to settle dispute,42,7761,0.005411673753382296,0.010319410319410319
Express intent to settle dispute,Express intent to engage in diplomatic cooperation (such as policy support),42,379,0.11081794195250659,0.010319410319410319
Express intent to engage in diplomatic cooperation (such as policy support),Impose administrative sanctions,0,7761,0.0,0.0
Impose administrative sanctions,Express intent to engage in diplomatic cooperation (such as policy support),0,620,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Make pessimistic comment,34,7761,0.004380878752738049,0.006703470031545741
Make pessimistic comment,Express intent to engage in diplomatic cooperation (such as policy support),34,2383,0.014267729752412925,0.006703470031545741
Express intent to engage in diplomatic cooperation (such as policy support),Provide humanitarian aid,2,7761,0.00025769875016106174,0.00044672771945499217
Provide humanitarian aid,Express intent to engage in diplomatic cooperation (such as policy support),2,1193,0.0016764459346186086,0.00044672771945499217
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for intelligence,3,7761,0.00038654812524159255,0.0007377351530800443
Appeal for intelligence,Express intent to engage in diplomatic cooperation (such as policy support),3,372,0.008064516129032258,0.0007377351530800443
Express intent to engage in diplomatic cooperation (such as policy support),Reduce relations,17,7761,0.0021904393763690247,0.003933364183248496
Reduce relations,Express intent to engage in diplomatic cooperation (such as policy support),17,883,0.01925254813137033,0.003933364183248496
Express intent to engage in diplomatic cooperation (such as policy support),Threaten non-force,0,7761,0.0,0.0
Threaten non-force,Express intent to engage in diplomatic cooperation (such as policy support),0,54,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Rally support on behalf of,6,7761,0.0007730962504831851,0.0014515543728075482
Rally support on behalf of,Express intent to engage in diplomatic cooperation (such as policy support),6,506,0.011857707509881422,0.0014515543728075482
Express intent to engage in diplomatic cooperation (such as policy support),Mobilize or increase armed forces,9,7761,0.0011596443757247777,0.0021431122752708655
Mobilize or increase armed forces,Express intent to engage in diplomatic cooperation (such as policy support),9,638,0.014106583072100314,0.0021431122752708655
Express intent to engage in diplomatic cooperation (such as policy support),Demand diplomatic cooperation (such as policy support),3,7761,0.00038654812524159255,0.0007416563658838071
Demand diplomatic cooperation (such as policy support),Express intent to engage in diplomatic cooperation (such as policy support),3,329,0.00911854103343465,0.0007416563658838071
Express intent to engage in diplomatic cooperation (such as policy support),"Return, release person(s)",2,7761,0.00025769875016106174,0.00042978403352315463
"Return, release person(s)",Express intent to engage in diplomatic cooperation (such as policy support),2,1546,0.00129366106080207,0.00042978403352315463
Express intent to engage in diplomatic cooperation (such as policy support),Kill by physical assault,0,7761,0.0,0.0
Kill by physical assault,Express intent to engage in diplomatic cooperation (such as policy support),0,259,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Expel or deport individuals,0,7761,0.0,0.0
Expel or deport individuals,Express intent to engage in diplomatic cooperation (such as policy support),0,766,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate economically,31,7761,0.003994330627496457,0.007418930238123729
Express intent to cooperate economically,Express intent to engage in diplomatic cooperation (such as policy support),31,596,0.05201342281879195,0.007418930238123729
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to de-escalate military engagement,2,7761,0.00025769875016106174,0.000499438132101386
Express intent to de-escalate military engagement,Express intent to engage in diplomatic cooperation (such as policy support),2,248,0.008064516129032258,0.000499438132101386
Express intent to engage in diplomatic cooperation (such as policy support),"Conduct suicide, car, or other non-military bombing",0,7761,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Express intent to engage in diplomatic cooperation (such as policy support),0,440,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide humanitarian aid,7,7761,0.000901945625563716,0.0017428109050168057
Express intent to provide humanitarian aid,Express intent to engage in diplomatic cooperation (such as policy support),7,272,0.025735294117647058,0.0017428109050168057
Express intent to engage in diplomatic cooperation (such as policy support),Appeal to engage in or accept mediation,2,7761,0.00025769875016106174,0.0005067139599695972
Appeal to engage in or accept mediation,Express intent to engage in diplomatic cooperation (such as policy support),2,133,0.015037593984962405,0.0005067139599695972
Express intent to engage in diplomatic cooperation (such as policy support),"Ease economic sanctions, boycott, embargo",1,7761,0.00012884937508053087,0.00025608194622279127
"Ease economic sanctions, boycott, embargo",Express intent to engage in diplomatic cooperation (such as policy support),1,49,0.02040816326530612,0.00025608194622279127
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for political reform,0,7761,0.0,0.0
Appeal for political reform,Express intent to engage in diplomatic cooperation (such as policy support),0,19,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Meet at a 'third' location,42,7761,0.005411673753382296,0.009061488673139158
Meet at a 'third' location,Express intent to engage in diplomatic cooperation (such as policy support),42,1509,0.027833001988071572,0.009061488673139158
Express intent to engage in diplomatic cooperation (such as policy support),"Accuse of crime, corruption",1,7761,0.00012884937508053087,0.00025
"Accuse of crime, corruption",Express intent to engage in diplomatic cooperation (such as policy support),1,239,0.0041841004184100415,0.00025
