head	relation	tail	time_x
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-12-05
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-10-16
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-11
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-09-23
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-02
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-14
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-10-18
Catherine Ashton	Consult	Mohammad Javad Zarif	2014-07-07
Milos Zeman	Consult	Martin Stropnický	2014-11-21
Milos Zeman	Consult	Martin Stropnický	2014-08-25
Jonathan Greenert	Consult	Raheel Sharif	2014-05-13
South Korea	Express intent to cooperate	North Korea	2014-03-27
South Korea	Express intent to cooperate	North Korea	2014-10-04
South Korea	Express intent to cooperate	North Korea	2014-10-10
South Korea	Express intent to cooperate	North Korea	2014-02-12
South Korea	Express intent to cooperate	North Korea	2014-02-06
South Korea	Express intent to cooperate	North Korea	2014-10-02
South Korea	Express intent to cooperate	North Korea	2014-09-10
South Korea	Express intent to cooperate	North Korea	2014-10-09
South Korea	Express intent to cooperate	North Korea	2014-10-05
South Korea	Express intent to cooperate	North Korea	2014-01-06
South Korea	Express intent to cooperate	North Korea	2014-10-06
South Korea	Express intent to cooperate	North Korea	2014-02-17
Citizen (Nigeria)	Express intent to cooperate	Ministry (Nigeria)	2014-11-04
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-02-26
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-04-15
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-12-06
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-12-05
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-02-21
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-01-14
Court Judge (India)	Express intent to cooperate	Citizen (India)	2014-02-06
Armenia	Engage in diplomatic cooperation	Iran	2014-05-14
Armenia	Engage in diplomatic cooperation	Iran	2014-05-12
Armenia	Engage in diplomatic cooperation	Iran	2014-01-23
Armenia	Engage in diplomatic cooperation	Iran	2014-05-08
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-06-19
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-05-17
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-01-09
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-01-07
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-01-08
Joseph Robinette Biden	Consult	Nuri al-Maliki	2014-06-18
Kazakhstan	Consult	Iran	2014-03-02
Kazakhstan	Consult	Iran	2014-06-11
Kazakhstan	Consult	Iran	2014-04-27
Kazakhstan	Consult	Iran	2014-04-02
Kazakhstan	Consult	Iran	2014-04-22
Kazakhstan	Consult	Iran	2014-06-03
Kazakhstan	Consult	Iran	2014-09-10
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-06-30
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-06-07
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-06-09
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-04-21
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-11-09
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-11-10
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-08-07
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-11-11
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-06-08
Association of Southeast Asian Nations	Engage in diplomatic cooperation	China	2014-06-10
Tzipi Livni	Consult	John Kerry	2014-05-18
Tzipi Livni	Consult	John Kerry	2014-02-02
Tzipi Livni	Consult	John Kerry	2014-01-24
Tzipi Livni	Consult	John Kerry	2014-01-20
China	Consult	South Korea	2014-11-16
China	Consult	South Korea	2014-09-29
China	Consult	South Korea	2014-04-05
China	Consult	South Korea	2014-10-19
China	Consult	South Korea	2014-09-20
China	Consult	South Korea	2014-06-25
China	Consult	South Korea	2014-10-17
China	Consult	South Korea	2014-07-04
China	Consult	South Korea	2014-06-01
China	Consult	South Korea	2014-09-22
China	Consult	South Korea	2014-11-07
China	Consult	South Korea	2014-04-29
China	Consult	South Korea	2014-07-14
China	Consult	South Korea	2014-01-21
China	Consult	South Korea	2014-04-17
China	Consult	South Korea	2014-09-11
China	Consult	South Korea	2014-11-18
China	Consult	South Korea	2014-09-01
China	Consult	South Korea	2014-06-24
Japan	Engage in diplomatic cooperation	South Korea	2014-09-20
Japan	Engage in diplomatic cooperation	South Korea	2014-03-26
Japan	Engage in diplomatic cooperation	South Korea	2014-09-18
Japan	Engage in diplomatic cooperation	South Korea	2014-06-30
Japan	Engage in diplomatic cooperation	South Korea	2014-07-01
Japan	Engage in diplomatic cooperation	South Korea	2014-01-13
Japan	Engage in diplomatic cooperation	South Korea	2014-03-09
Japan	Engage in diplomatic cooperation	South Korea	2014-08-15
Japan	Engage in diplomatic cooperation	South Korea	2014-06-18
Japan	Engage in diplomatic cooperation	South Korea	2014-01-24
Japan	Engage in diplomatic cooperation	South Korea	2014-07-16
Japan	Engage in diplomatic cooperation	South Korea	2014-08-25
Japan	Engage in diplomatic cooperation	South Korea	2014-09-17
Japan	Engage in diplomatic cooperation	South Korea	2014-01-16
Japan	Engage in diplomatic cooperation	South Korea	2014-08-22
Japan	Engage in diplomatic cooperation	South Korea	2014-06-10
Japan	Engage in diplomatic cooperation	South Korea	2014-09-04
Japan	Engage in diplomatic cooperation	South Korea	2014-10-25
Nabih Berri	Consult	Lawmaker (Lebanon)	2014-12-03
Nabih Berri	Consult	Lawmaker (Lebanon)	2014-10-22
Nabih Berri	Consult	Lawmaker (Lebanon)	2014-03-27
Foreign Affairs (Belarus)	Consult	Foreign Affairs (Russia)	2014-11-20
Foreign Affairs (Ethiopia)	Engage in negotiation	Ethiopia	2014-01-02
Nasser Judeh	Engage in negotiation	Royal Administration (Saudi Arabia)	2014-12-24
China	Consult	Iran	2014-02-19
China	Consult	Iran	2014-11-18
China	Consult	Iran	2014-02-24
China	Consult	Iran	2014-02-22
China	Consult	Iran	2014-11-03
China	Consult	Iran	2014-04-07
China	Consult	Iran	2014-11-20
China	Consult	Iran	2014-11-26
China	Consult	Iran	2014-11-21
China	Consult	Iran	2014-09-12
China	Consult	Iran	2014-09-25
China	Consult	Iran	2014-12-11
Arseniy Yatsenyuk	Consult	Barack Obama	2014-03-14
Arseniy Yatsenyuk	Consult	Barack Obama	2014-03-12
Arseniy Yatsenyuk	Consult	Barack Obama	2014-03-13
Arseniy Yatsenyuk	Consult	Barack Obama	2014-03-15
Iran	Engage in diplomatic cooperation	Mexico	2014-01-31
Iran	Engage in diplomatic cooperation	Mexico	2014-01-29
Haider Al-Abadi	Consult	Philip Hammond	2014-10-13
China	Consult	South Africa	2014-10-28
China	Consult	South Africa	2014-07-14
China	Consult	South Africa	2014-07-12
China	Consult	South Africa	2014-07-13
China	Consult	South Africa	2014-07-11
China	Consult	South Africa	2014-11-15
China	Consult	South Africa	2014-06-30
China	Consult	South Africa	2014-04-04
China	Consult	South Africa	2014-07-07
China	Consult	South Africa	2014-06-27
China	Consult	South Africa	2014-07-15
Pogu Bitrus	Consult	Daily Trust	2014-04-28
Pogu Bitrus	Consult	Daily Trust	2014-06-16
Pogu Bitrus	Consult	Daily Trust	2014-09-30
Poland	Consult	France	2014-09-03
Poland	Consult	France	2014-02-25
Poland	Consult	France	2014-02-21
Poland	Consult	France	2014-02-20
Poland	Consult	France	2014-09-02
Poland	Consult	France	2014-02-24
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-09-21
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-31
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-29
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-21
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-07-21
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-01-21
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-27
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-22
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-07-29
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-02-23
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-12
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-10-03
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-14
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-13
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-20
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-15
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-07-01
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-02-27
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-08-11
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-11
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-23
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-03
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-14
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-19
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-30
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-21
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-01-09
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-29
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-17
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-03
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-08-09
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-14
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-23
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-17
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-06
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-18
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-10-14
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-14
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-30
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-10-07
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-27
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-12
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-19
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-15
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-12
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-10
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-12
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-02-28
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-02-22
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-16
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-19
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-22
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-29
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-22
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-07-20
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-12
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-10-09
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-09
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-31
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-10-24
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-13
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-06-11
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-11-24
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-02
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-04-07
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-09
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-07-27
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-12-15
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-05-08
John Kerry	Discuss by telephone	Sergey Viktorovich Lavrov	2014-03-13
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-12
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-15
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-01-15
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-04-02
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-11-08
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-11
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-16
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-11-21
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-16
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-09-25
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-28
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-14
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-27
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-01-09
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-19
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-12-12
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-04-18
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-06
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-04-09
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-05-29
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-08
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-11-14
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-30
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-01-10
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-09
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-29
John Kerry	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-20
Tajikistan	Sign formal agreement	Iran	2014-01-31
Tajikistan	Sign formal agreement	Iran	2014-12-17
Iran	Consult	Ministry (Iran)	2014-09-18
Iran	Consult	Ministry (Iran)	2014-04-06
Pope Francis	Consult	Barack Obama	2014-03-24
Pope Francis	Consult	Barack Obama	2014-03-28
Pope Francis	Consult	Barack Obama	2014-01-21
Pope Francis	Consult	Barack Obama	2014-12-17
Pope Francis	Consult	Barack Obama	2014-12-19
Pope Francis	Consult	Barack Obama	2014-03-27
Pope Francis	Consult	Barack Obama	2014-03-25
Pope Francis	Consult	Barack Obama	2014-12-18
Military Personnel (Zambia)	Consult	Michael Sata	2014-09-20
Sergey Viktorovich Lavrov	Consult	Rashid Gumarovich Nurgaliyev	2014-03-13
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-07
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-02
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-30
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-08
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-11-10
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-11-09
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-10
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-06-09
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-08-11
China	Engage in diplomatic cooperation	Association of Southeast Asian Nations	2014-11-11
China	Engage in diplomatic cooperation	Iran	2014-06-22
China	Engage in diplomatic cooperation	Iran	2014-07-11
China	Engage in diplomatic cooperation	Iran	2014-05-21
China	Engage in diplomatic cooperation	Iran	2014-06-24
China	Engage in diplomatic cooperation	Iran	2014-09-21
China	Engage in diplomatic cooperation	Iran	2014-07-08
China	Engage in diplomatic cooperation	Iran	2014-06-08
China	Engage in diplomatic cooperation	Iran	2014-06-25
China	Engage in diplomatic cooperation	Iran	2014-06-23
China	Engage in diplomatic cooperation	Iran	2014-11-16
China	Engage in diplomatic cooperation	Iran	2014-05-22
China	Engage in diplomatic cooperation	Iran	2014-02-23
China	Engage in diplomatic cooperation	Iran	2014-10-19
Haider Al-Abadi	Consult	Joseph Robinette Biden	2014-08-11
Haider Al-Abadi	Consult	Joseph Robinette Biden	2014-08-25
Haider Al-Abadi	Consult	Joseph Robinette Biden	2014-08-26
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-07-03
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-07-22
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-11-03
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-09-04
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-03-20
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-07-14
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-11-23
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-03-26
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-07-23
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-11-18
John Kerry	Discuss by telephone	Benjamin Netanyahu	2014-03-27
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-04-07
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-03-20
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-02-18
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-04-03
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-02-20
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-03-21
Mohammad Javad Zarif	Consult	Sebastian Kurz	2014-03-19
China	Express intent to cooperate	Vietnam	2014-10-29
China	Express intent to cooperate	Vietnam	2014-02-28
China	Express intent to cooperate	Vietnam	2014-12-27
China	Express intent to cooperate	Vietnam	2014-12-26
China	Express intent to cooperate	Vietnam	2014-10-18
China	Express intent to cooperate	Vietnam	2014-10-27
China	Express intent to cooperate	Vietnam	2014-10-17
China	Express intent to cooperate	Vietnam	2014-10-20
China	Express intent to cooperate	Vietnam	2014-06-18
