head	relation_x	tail	time_x
South Korea	Express intent to cooperate	China	2014-11-12
South Korea	Express intent to cooperate	China	2014-07-20
South Korea	Express intent to cooperate	China	2014-12-18
South Korea	Express intent to cooperate	China	2014-02-21
South Korea	Express intent to cooperate	China	2014-10-31
South Korea	Express intent to cooperate	China	2014-05-19
South Korea	Express intent to cooperate	China	2014-07-07
South Korea	Express intent to cooperate	China	2014-09-12
South Korea	Express intent to cooperate	China	2014-08-09
South Korea	Express intent to cooperate	China	2014-12-09
South Korea	Express intent to cooperate	China	2014-11-10
South Korea	Express intent to cooperate	China	2014-09-17
South Korea	Express intent to cooperate	China	2014-01-18
South Korea	Express intent to cooperate	China	2014-07-03
South Korea	Express intent to cooperate	China	2014-09-11
South Korea	Express intent to cooperate	China	2014-03-14
South Korea	Express intent to cooperate	China	2014-11-09
South Korea	Express intent to cooperate	China	2014-05-28
South Korea	Express intent to cooperate	China	2014-02-24
South Korea	Express intent to cooperate	China	2014-01-21
South Korea	Express intent to cooperate	China	2014-09-19
South Korea	Express intent to cooperate	China	2014-09-03
South Korea	Express intent to cooperate	China	2014-11-19
South Korea	Express intent to cooperate	China	2014-11-03
Barack Obama	Express intent to cooperate	Angela Merkel	2014-03-08
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-29
Barack Obama	Express intent to cooperate	Angela Merkel	2014-03-18
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-23
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-09
Barack Obama	Express intent to cooperate	Angela Merkel	2014-01-19
Barack Obama	Express intent to cooperate	Angela Merkel	2014-01-20
Barack Obama	Express intent to cooperate	Angela Merkel	2014-07-04
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-22
Barack Obama	Express intent to cooperate	Angela Merkel	2014-03-19
Barack Obama	Express intent to cooperate	Angela Merkel	2014-04-17
Barack Obama	Express intent to cooperate	Angela Merkel	2014-02-20
Barack Obama	Express intent to cooperate	Angela Merkel	2014-08-28
Barack Obama	Express intent to cooperate	Angela Merkel	2014-03-02
Barack Obama	Express intent to cooperate	Angela Merkel	2014-02-06
Mohammad Javad Zarif	Express intent to cooperate	Catherine Ashton	2014-01-27
Mohammad Javad Zarif	Express intent to cooperate	Catherine Ashton	2014-01-31
China	Express intent to cooperate	Malaysia	2014-05-20
China	Express intent to cooperate	Malaysia	2014-11-11
China	Express intent to cooperate	Malaysia	2014-05-05
China	Express intent to cooperate	Malaysia	2014-05-15
China	Express intent to cooperate	Malaysia	2014-04-11
France	Express intent to cooperate	China	2014-11-30
France	Express intent to cooperate	China	2014-01-14
France	Express intent to cooperate	China	2014-10-20
France	Express intent to cooperate	China	2014-01-12
France	Express intent to cooperate	China	2014-11-01
France	Express intent to cooperate	China	2014-10-19
North Korea	Express intent to cooperate	South Korea	2014-02-06
North Korea	Express intent to cooperate	South Korea	2014-01-06
North Korea	Express intent to cooperate	South Korea	2014-10-05
North Korea	Express intent to cooperate	South Korea	2014-10-09
North Korea	Express intent to cooperate	South Korea	2014-09-10
North Korea	Express intent to cooperate	South Korea	2014-02-05
North Korea	Express intent to cooperate	South Korea	2014-10-10
North Korea	Express intent to cooperate	South Korea	2014-02-12
North Korea	Express intent to cooperate	South Korea	2014-03-27
North Korea	Express intent to cooperate	South Korea	2014-02-17
North Korea	Express intent to cooperate	South Korea	2014-10-06
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-24
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-14
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-30
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-10-15
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-13
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-07-29
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-03-05
South Korea	Express intent to cooperate	Japan	2014-10-11
South Korea	Express intent to cooperate	Japan	2014-11-22
South Korea	Express intent to cooperate	Japan	2014-11-12
South Korea	Express intent to cooperate	Japan	2014-04-10
South Korea	Express intent to cooperate	Japan	2014-09-12
South Korea	Express intent to cooperate	Japan	2014-08-07
South Korea	Express intent to cooperate	Japan	2014-09-25
South Korea	Express intent to cooperate	Japan	2014-12-29
South Korea	Express intent to cooperate	Japan	2014-09-11
South Korea	Express intent to cooperate	Japan	2014-10-10
South Korea	Express intent to cooperate	Japan	2014-12-09
South Korea	Express intent to cooperate	Japan	2014-04-16
South Korea	Express intent to cooperate	Japan	2014-12-26
South Korea	Express intent to cooperate	Japan	2014-09-19
South Korea	Express intent to cooperate	Japan	2014-07-16
South Korea	Express intent to cooperate	Japan	2014-08-09
Iran	Express intent to cooperate	Oman	2014-12-01
Iran	Express intent to cooperate	Oman	2014-11-29
Catherine Ashton	Express intent to cooperate	John Kerry	2014-04-19
Massoud Barzani	Express intent to cooperate	François Hollande	2014-05-27
Vietnam	Express intent to cooperate	China	2014-10-27
Vietnam	Express intent to cooperate	China	2014-06-18
Vietnam	Express intent to cooperate	China	2014-10-19
Vietnam	Express intent to cooperate	China	2014-12-27
Vietnam	Express intent to cooperate	China	2014-10-17
Vietnam	Express intent to cooperate	China	2014-10-20
Vietnam	Express intent to cooperate	China	2014-02-28
Vietnam	Express intent to cooperate	China	2014-10-29
Vietnam	Express intent to cooperate	China	2014-10-18
Member of Parliament (India)	Express intent to cooperate	Citizen (India)	2014-08-03
Member of Parliament (India)	Express intent to cooperate	Citizen (India)	2014-11-01
Member of Parliament (India)	Express intent to cooperate	Citizen (India)	2014-11-03
Member of Parliament (India)	Express intent to cooperate	Citizen (India)	2014-11-28
Antonis Samaras	Express intent to cooperate	Evangelos Venizelos	2014-10-03
Antonis Samaras	Express intent to cooperate	Evangelos Venizelos	2014-09-30
Benjamin Netanyahu	Express intent to cooperate	John Kerry	2014-07-03
François Hollande	Express intent to cooperate	Angela Merkel	2014-05-10
François Hollande	Express intent to cooperate	Angela Merkel	2014-07-20
François Hollande	Express intent to cooperate	Angela Merkel	2014-12-22
François Hollande	Express intent to cooperate	Angela Merkel	2014-12-15
Malaysia	Express intent to cooperate	Thailand	2014-12-04
Malaysia	Express intent to cooperate	Thailand	2014-12-02
Malaysia	Express intent to cooperate	Thailand	2014-09-12
Malaysia	Express intent to cooperate	Thailand	2014-12-01
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-05
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-30
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-14
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-07-29
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-10-24
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-11-14
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-07-19
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-01-15
Sergey Viktorovich Lavrov	Express intent to cooperate	Cabinet / Council of Ministers / Advisors (United States)	2014-03-31
Canada	Express intent to cooperate	Japan	2014-11-09
Canada	Express intent to cooperate	Japan	2014-09-26
Pavlo Klimkin	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-08-14
China	Express intent to cooperate	Vietnam	2014-10-29
China	Express intent to cooperate	Vietnam	2014-02-28
China	Express intent to cooperate	Vietnam	2014-12-27
China	Express intent to cooperate	Vietnam	2014-12-26
China	Express intent to cooperate	Vietnam	2014-10-18
China	Express intent to cooperate	Vietnam	2014-10-27
China	Express intent to cooperate	Vietnam	2014-10-17
China	Express intent to cooperate	Vietnam	2014-10-20
China	Express intent to cooperate	Vietnam	2014-06-18
China	Express intent to cooperate	France	2014-10-20
China	Express intent to cooperate	France	2014-10-19
China	Express intent to cooperate	France	2014-11-30
China	Express intent to cooperate	France	2014-11-24
China	Express intent to cooperate	France	2014-01-12
China	Express intent to cooperate	France	2014-01-16
China	Express intent to cooperate	France	2014-11-01
China	Express intent to cooperate	France	2014-01-14
Citizen (India)	Express intent to cooperate	Court Judge (India)	2014-02-26
Mohammad Javad Zarif	Express intent to cooperate	John Kerry	2014-07-16
Mohammad Javad Zarif	Express intent to cooperate	John Kerry	2014-11-24
John Kerry	Express intent to cooperate	Mohammad Javad Zarif	2014-07-16
John Kerry	Express intent to cooperate	Mohammad Javad Zarif	2014-11-24
China	Express intent to cooperate	South Africa	2014-07-16
China	Express intent to cooperate	South Africa	2014-11-16
China	Express intent to cooperate	South Africa	2014-08-05
China	Express intent to cooperate	South Africa	2014-07-17
China	Express intent to cooperate	South Africa	2014-07-15
Court Judge (Kenya)	Express intent to cooperate	Lawyer/Attorney (Kenya)	2014-06-18
François Hollande	Express intent to cooperate	Barack Obama	2014-02-06
François Hollande	Express intent to cooperate	Barack Obama	2014-06-20
Sudan	Express intent to cooperate	Ethiopia	2014-10-20
Sudan	Express intent to cooperate	Ethiopia	2014-08-26
Sudan	Express intent to cooperate	Ethiopia	2014-08-24
Sudan	Express intent to cooperate	Ethiopia	2014-10-17
Sudan	Express intent to cooperate	Ethiopia	2014-05-19
France	Express intent to cooperate	Japan	2014-01-09
France	Express intent to cooperate	Japan	2014-09-26
France	Express intent to cooperate	Japan	2014-06-04
France	Express intent to cooperate	Japan	2014-06-05
France	Express intent to cooperate	Japan	2014-03-25
France	Express intent to cooperate	Japan	2014-05-06
Iran	Express intent to cooperate	France	2014-01-17
Thailand	Express intent to cooperate	Cambodia	2014-06-17
Thailand	Express intent to cooperate	Cambodia	2014-10-30
Thailand	Express intent to cooperate	Cambodia	2014-06-27
Iran	Express intent to cooperate	Japan	2014-10-21
Joseph Robinette Biden	Express intent to cooperate	Arseniy Yatsenyuk	2014-09-17
Citizen (India)	Express intent to cooperate	Member of Parliament (India)	2014-10-21
Citizen (India)	Express intent to cooperate	Member of Parliament (India)	2014-11-28
Alexander Stubb	Express intent to cooperate	Dmitry Anatolyevich Medvedev	2014-07-15
Japan	Express intent to cooperate	South Korea	2014-10-11
Japan	Express intent to cooperate	South Korea	2014-10-10
Japan	Express intent to cooperate	South Korea	2014-11-22
Japan	Express intent to cooperate	South Korea	2014-09-19
Japan	Express intent to cooperate	South Korea	2014-12-26
Japan	Express intent to cooperate	South Korea	2014-09-26
Japan	Express intent to cooperate	South Korea	2014-09-25
Japan	Express intent to cooperate	South Korea	2014-08-07
Japan	Express intent to cooperate	South Korea	2014-11-12
Japan	Express intent to cooperate	South Korea	2014-12-29
Japan	Express intent to cooperate	South Korea	2014-07-16
Japan	Express intent to cooperate	South Korea	2014-04-10
Japan	Express intent to cooperate	South Korea	2014-09-12
Japan	Express intent to cooperate	South Korea	2014-04-16
Japan	Express intent to cooperate	South Korea	2014-12-09
Citizen (Kenya)	Express intent to cooperate	Police (Kenya)	2014-05-15
Cambodia	Express intent to cooperate	Thailand	2014-12-24
Cambodia	Express intent to cooperate	Thailand	2014-06-27
Cambodia	Express intent to cooperate	Thailand	2014-06-18
Cambodia	Express intent to cooperate	Thailand	2014-10-17
Cambodia	Express intent to cooperate	Thailand	2014-10-30
Cambodia	Express intent to cooperate	Thailand	2014-06-17
Thailand	Express intent to cooperate	Vietnam	2014-11-13
Thailand	Express intent to cooperate	Vietnam	2014-07-17
Thailand	Express intent to cooperate	Vietnam	2014-11-15
Thailand	Express intent to cooperate	Vietnam	2014-11-12
Thailand	Express intent to cooperate	Vietnam	2014-11-27
Thailand	Express intent to cooperate	Vietnam	2014-11-28
Malaysia	Express intent to cooperate	China	2014-05-15
Malaysia	Express intent to cooperate	China	2014-11-11
Malaysia	Express intent to cooperate	China	2014-04-11
Malaysia	Express intent to cooperate	China	2014-05-05
Malaysia	Express intent to cooperate	China	2014-05-20
Evangelos Venizelos	Express intent to cooperate	Antonis Samaras	2014-10-03
Iran	Express intent to cooperate	Kuwait	2014-06-18
Canada	Express intent to cooperate	France	2014-06-06
Canada	Express intent to cooperate	France	2014-09-26
Congo	Express intent to cooperate	South Africa	2014-04-17
Government (Pakistan)	Express intent to cooperate	Pakistan Tehreek-e-Insaf	2014-08-24
Government (Pakistan)	Express intent to cooperate	Pakistan Tehreek-e-Insaf	2014-08-15
Barack Obama	Express intent to cooperate	François Hollande	2014-07-08
Barack Obama	Express intent to cooperate	François Hollande	2014-02-06
South Africa	Express intent to cooperate	China	2014-07-15
South Africa	Express intent to cooperate	China	2014-08-05
South Africa	Express intent to cooperate	China	2014-07-17
South Africa	Express intent to cooperate	China	2014-11-16
Arseniy Yatsenyuk	Express intent to cooperate	Joseph Robinette Biden	2014-09-17
Japan	Express intent to cooperate	France	2014-06-04
Japan	Express intent to cooperate	France	2014-05-05
Japan	Express intent to cooperate	France	2014-07-29
Japan	Express intent to cooperate	France	2014-05-06
Japan	Express intent to cooperate	France	2014-01-09
Japan	Express intent to cooperate	France	2014-06-05
Japan	Express intent to cooperate	France	2014-09-26
Fumio Kishida	Express intent to cooperate	Julie Bishop	2014-06-11
Fumio Kishida	Express intent to cooperate	Julie Bishop	2014-08-09
Sergey Viktorovich Lavrov	Express intent to cooperate	Federica Mogherini	2014-12-04
Sergey Viktorovich Lavrov	Express intent to cooperate	Federica Mogherini	2014-12-06
Guatemala	Express intent to cooperate	Carlos Raúl Morales	2014-09-19
Tajikistan	Express intent to cooperate	China	2014-09-13
Sergey Kuzhugetovich Shoygu	Express intent to cooperate	Chuck Hagel	2014-03-26
Massoud Barzani	Express intent to cooperate	Joseph Robinette Biden	2014-07-09
Japan	Express intent to cooperate	Philippines	2014-11-18
Japan	Express intent to cooperate	Philippines	2014-06-24
Japan	Express intent to cooperate	Philippines	2014-01-13
Japan	Express intent to cooperate	Philippines	2014-06-27
Massoud Barzani	Express intent to cooperate	Representatives (Iraq)	2014-05-22
China	Express intent to cooperate	Canada	2014-11-10
Patricia de Lille	Express intent to cooperate	Lindiwe Nonceba Sisulu	2014-06-11
France	Express intent to cooperate	Poland	2014-02-24
Sergey Viktorovich Lavrov	Express intent to cooperate	Abdoulaye Diop	2014-09-18
Philippines	Express intent to cooperate	Thailand	2014-08-03
Philippines	Express intent to cooperate	Thailand	2014-08-04
Cabinet / Council of Ministers / Advisors (United States)	Express intent to cooperate	Julie Bishop	2014-08-12
China	Express intent to cooperate	Tajikistan	2014-09-13
Xi Jinping	Express intent to cooperate	Islam Karimov	2014-08-21
William Ruto	Express intent to cooperate	Uhuru Muigai Kenyatta	2014-03-10
William Ruto	Express intent to cooperate	Uhuru Muigai Kenyatta	2014-03-11
Head of Government (Cuba)	Express intent to cooperate	Raúl Castro	2014-09-08
Radoslaw Sikorski	Express intent to cooperate	Sergey Viktorovich Lavrov	2014-06-11
Ashraf Ghani Ahmadzai	Express intent to cooperate	John Kerry	2014-07-21
Dmitry Anatolyevich Medvedev	Express intent to cooperate	Alexander Stubb	2014-07-15
Jean-Yves Le Drian	Express intent to cooperate	Macky Sall	2014-08-08
Abdullah Abdullah	Meet at a 'third' location	Ashraf Ghani Ahmadzai	2014-12-01
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-18
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-01-31
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-03-06
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-11-24
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-04-17
Sergey Viktorovich Lavrov	Meet at a 'third' location	John Kerry	2014-12-18
