relation test,relation train,#implication,#rel_test,percentage
Make an appeal or request,"Demand meeting, negotiation",239,2601,0.0918877354863514
Make an appeal or request,Appeal for easing of administrative sanctions,484,2601,0.18608227604767397
Make an appeal or request,Demand material cooperation,200,2601,0.07689350249903883
Make an appeal or request,Appeal for judicial cooperation,658,2601,0.25297962322183776
Make an appeal or request,Demand de-escalation of military engagement,192,2601,0.07381776239907728
Make an appeal or request,Threaten to reduce or stop aid,85,2601,0.032679738562091505
Make an appeal or request,Appeal to yield,650,2601,0.2499038831218762
Make an appeal or request,Express intent to engage in material cooperation,216,2601,0.08304498269896193
Make an appeal or request,Demand intelligence cooperation,403,2601,0.15494040753556323
Make an appeal or request,Forgive,5,2601,0.0019223375624759708
Make an appeal or request,Express intent to mediate,214,2601,0.08227604767397155
Make an appeal or request,Appeal to others to settle dispute,151,2601,0.058054594386774315
Make an appeal or request,Appeal for aid,5340,2601,2.053056516724337
Make an appeal or request,Ease political dissent,128,2601,0.049211841599384853
Make an appeal or request,Demand that target yields,481,2601,0.18492887351018839
Make an appeal or request,Impose curfew,1,2601,0.00038446751249519417
Make an appeal or request,Express intent to change policy,30,2601,0.011534025374855825
Make an appeal or request,"Refuse to ease economic sanctions, boycott, or embargo",52,2601,0.019992310649750097
Make an appeal or request,Demand economic aid,530,2601,0.2037677816224529
Make an appeal or request,Accuse of aggression,9,2601,0.0034602076124567475
Make an appeal or request,Threaten to reduce or break relations,93,2601,0.03575547866205306
Make an appeal or request,Reject request for change in leadership,6,2601,0.002306805074971165
Make an appeal or request,Express intent to accept mediation,816,2601,0.3137254901960784
Make an appeal or request,Appeal for material cooperation,283,2601,0.10880430603613994
Make an appeal or request,Reduce or stop military assistance,42,2601,0.016147635524798153
Make an appeal or request,Demonstrate for policy change,5,2601,0.0019223375624759708
Make an appeal or request,Express intent to cooperate on intelligence,128,2601,0.049211841599384853
Make an appeal or request,Demand material aid,9,2601,0.0034602076124567475
Make an appeal or request,"Threaten with political dissent, protest",29,2601,0.01114955786236063
Make an appeal or request,Demand humanitarian aid,3,2601,0.0011534025374855825
Make an appeal or request,Express intent to institute political reform,12,2601,0.00461361014994233
Make an appeal or request,Demobilize armed forces,3,2601,0.0011534025374855825
Make an appeal or request,Demand settling of dispute,41,2601,0.015763168012302962
Make an appeal or request,Reject request for military protection or peacekeeping,8,2601,0.0030757400999615533
Make an appeal or request,"Express intent to ease economic sanctions, boycott, or embargo",36,2601,0.01384083044982699
Make an appeal or request,"Appeal for change in institutions, regime",157,2601,0.060361399461745485
Make an appeal or request,Ease military blockade,5,2601,0.0019223375624759708
Make an appeal or request,Reject economic cooperation,35,2601,0.013456362937331795
Make an appeal or request,Appeal for military cooperation,2,2601,0.0007689350249903883
Make an appeal or request,Demand release of persons or property,155,2601,0.059592464436755095
Make an appeal or request,Accede to requests or demands for political reform,4,2601,0.0015378700499807767
Make an appeal or request,Reject material cooperation,4,2601,0.0015378700499807767
Make an appeal or request,Demand political reform,3,2601,0.0011534025374855825
Make an appeal or request,Investigate war crimes,1,2601,0.00038446751249519417
Make an appeal or request,Demand judicial cooperation,34,2601,0.013071895424836602
Make an appeal or request,Destroy property,144,2601,0.05536332179930796
Make an appeal or request,Demand policy change,14,2601,0.005382545174932718
Make an appeal or request,"Appeal for easing of economic sanctions, boycott, or embargo",4,2601,0.0015378700499807767
Make an appeal or request,Ease state of emergency or martial law,5,2601,0.0019223375624759708
Make an appeal or request,Receive inspectors,25,2601,0.009611687812379853
Make an appeal or request,Appeal for easing of political dissent,37,2601,0.014225297962322183
Make an appeal or request,Appeal for military protection or peacekeeping,34,2601,0.013071895424836602
Make an appeal or request,Appeal for rights,749,2601,0.2879661668589004
Make an appeal or request,"Express intent to change institutions, regime",24,2601,0.00922722029988466
Make an appeal or request,"Accede to demands for change in institutions, regime",0,2601,0.0
Make an appeal or request,Demand easing of administrative sanctions,13,2601,0.004998077662437524
Make an appeal or request,Reject military cooperation,1,2601,0.00038446751249519417
Make an appeal or request,Reject mediation,8,2601,0.0030757400999615533
Make an appeal or request,Appeal for target to allow international involvement (non-mediation),0,2601,0.0
Make an appeal or request,Threaten to impose curfew,0,2601,0.0
Make an appeal or request,Engage in mass expulsion,0,2601,0.0
Make an appeal or request,Halt mediation,26,2601,0.009996155324875048
Make an appeal or request,Demand economic cooperation,3,2601,0.0011534025374855825
Make an appeal or request,Threaten to halt negotiations,17,2601,0.006535947712418301
Make an appeal or request,Demand military aid,130,2601,0.049980776624375244
Make an appeal or request,Reject request for humanitarian aid,21,2601,0.008073817762399077
Make an appeal or request,Demand easing of political dissent,2,2601,0.0007689350249903883
Make an appeal or request,Investigate human rights abuses,160,2601,0.06151480199923107
Make an appeal or request,Reject request for rights,0,2601,0.0
Make an appeal or request,"Reject request for change in institutions, regime",1,2601,0.00038446751249519417
Make an appeal or request,Ease curfew,5,2601,0.0019223375624759708
Make an appeal or request,Reject request for economic aid,12,2601,0.00461361014994233
Make an appeal or request,Threaten to halt international involvement (non-mediation),0,2601,0.0
Make an appeal or request,Reject request or demand for political reform,1,2601,0.00038446751249519417
Make an appeal or request,Detonate nuclear weapons,0,2601,0.0
Make an appeal or request,Threaten to impose state of emergency or martial law,0,2601,0.0
Accuse,"Use chemical, biological, or radiological weapons",12,1163,0.010318142734307825
Accuse,Investigate,86025,1163,73.96818572656922
Accuse,Make pessimistic comment,12280,1163,10.558899398108341
Accuse,"Return, release person(s)",15253,1163,13.115219260533104
Accuse,Accede to demands for rights,189,1163,0.16251074806534824
Accuse,"Investigate crime, corruption",2572,1163,2.2115219260533103
Accuse,Ease administrative sanctions,3918,1163,3.368873602751505
Demand,Accuse,21770,676,32.20414201183432
Accuse,Demand,24988,1163,21.485812553740328
Accuse,Yield,1390,1163,1.1951848667239897
Accuse,"Defy norms, law",550,1163,0.472914875322442
Accuse,Use tactics of violent repression,565,1163,0.4858125537403267
Accuse,"Threaten with sanctions, boycott, embargo",114,1163,0.09802235597592433
Accuse,Rally opposition against,706,1163,0.6070507308684436
Accuse,Appeal for intelligence,5645,1163,4.853826311263973
Accuse,Bring lawsuit against,2407,1163,2.069647463456578
Accuse,"Reject proposal to meet, discuss, or negotiate",1132,1163,0.9733447979363714
Accuse,Halt negotiations,627,1163,0.5391229578675838
Accuse,Accede to demands for change in policy,14,1163,0.012037833190025795
Accuse,"Impose embargo, boycott, or sanctions",1175,1163,1.0103181427343078
Accuse,Provide military protection or peacekeeping,32,1163,0.027515047291487533
Accuse,Express intent to yield,332,1163,0.28546861564918313
Accuse,Complain officially,573,1163,0.4926913155631986
Accuse,"Accuse of crime, corruption",946,1163,0.8134135855546002
Accuse,Threaten non-force,304,1163,0.26139294926913154
Accuse,Demand diplomatic cooperation (such as policy support),789,1163,0.6784178847807395
Accuse,Give ultimatum,1310,1163,1.126397248495271
Accuse,Refuse to release persons or property,791,1163,0.6801375752364575
Accuse,"Reject plan, agreement to settle dispute",737,1163,0.6337059329320722
Accuse,Reject judicial cooperation,76,1163,0.06534823731728288
Accuse,"Declare truce, ceasefire",355,1163,0.30524505588993983
Accuse,"Return, release property",376,1163,0.3233018056749785
Accuse,Refuse to yield,243,1163,0.20894239036973344
Accuse,Engage in mass killings,2,1163,0.0017196904557179708
Accuse,fight with artillery and tanks,98,1163,0.08426483233018056
Accuse,Express intent to ease administrative sanctions,477,1163,0.410146173688736
Accuse,Appeal for humanitarian aid,191,1163,0.1642304385210662
Accuse,"Demand change in institutions, regime",86,1163,0.07394668959587274
Accuse,Demand material cooperation,92,1163,0.07910576096302666
Accuse,Appeal to yield,253,1163,0.2175408426483233
Accuse,Demand intelligence cooperation,219,1163,0.1883061049011178
Accuse,Appeal for aid,2774,1163,2.3852106620808255
Accuse,Ease political dissent,50,1163,0.04299226139294927
Accuse,Torture,267,1163,0.2295786758383491
Accuse,Demand that target yields,209,1163,0.17970765262252794
Accuse,Expel or withdraw,1,1163,0.0008598452278589854
Accuse,"Refuse to ease economic sanctions, boycott, or embargo",33,1163,0.028374892519346516
Accuse,"Accuse of espionage, treason",90,1163,0.07738607050730868
Accuse,Demand economic aid,369,1163,0.3172828890799656
Accuse,Accuse of aggression,46,1163,0.03955288048151333
Accuse,Threaten to reduce or break relations,47,1163,0.040412725709372314
Accuse,Reject request for change in leadership,0,1163,0.0
Accuse,Appeal for material cooperation,86,1163,0.07394668959587274
Accuse,Reduce or stop military assistance,14,1163,0.012037833190025795
Accuse,Express intent to cooperate on intelligence,43,1163,0.03697334479793637
Accuse,Demand humanitarian aid,3,1163,0.0025795356835769563
Accuse,Demobilize armed forces,4,1163,0.0034393809114359416
Accuse,"Express intent to ease economic sanctions, boycott, or embargo",27,1163,0.023215821152192607
Accuse,Demand release of persons or property,63,1163,0.05417024935511608
Accuse,Reject material cooperation,10,1163,0.008598452278589854
Accuse,Demand political reform,0,1163,0.0
Accuse,Investigate war crimes,0,1163,0.0
Accuse,Receive inspectors,0,1163,0.0
Accuse,Appeal for rights,277,1163,0.23817712811693895
Accuse,Conduct hunger strike,0,1163,0.0
Accuse,"Express intent to change institutions, regime",4,1163,0.0034393809114359416
Accuse,Demand mediation,1,1163,0.0008598452278589854
Accuse,Threaten to impose curfew,1,1163,0.0008598452278589854
Accuse,Halt mediation,11,1163,0.009458297506448839
Accuse,Demand economic cooperation,0,1163,0.0
Accuse,Threaten to halt negotiations,13,1163,0.01117798796216681
Accuse,Reject request for humanitarian aid,4,1163,0.0034393809114359416
Accuse,Demand easing of political dissent,1,1163,0.0008598452278589854
Accuse,"Reject request for change in institutions, regime",4,1163,0.0034393809114359416
Accuse,Ease curfew,1,1163,0.0008598452278589854
Accuse,Reject request or demand for political reform,1,1163,0.0008598452278589854
Accuse,Reject request for policy change,0,1163,0.0
Accuse,Detonate nuclear weapons,0,1163,0.0
Engage in symbolic act,"Use chemical, biological, or radiological weapons",2,199,0.010050251256281407
Engage in symbolic act,Accede to demands for rights,5,199,0.02512562814070352
Engage in symbolic act,"Return, release property",7,199,0.035175879396984924
